program_id	g_ERP	g_GSE	mean_g	min_g	both_positive	both_ge_corresponding_AF35
RANDOM_1845	0.269589873928587	-0.136315366003013	0.06663725396278701	-0.136315366003013	False	False
RANDOM_1846	-0.27978933508463	-0.138021380753702	-0.20890535791916598	-0.27978933508463	False	False
RANDOM_1847	0.168554782908857	0.119036558017393	0.143795670463125	0.119036558017393	True	False
RANDOM_1848	-0.167236720020513	0.196880685831455	0.014821982905470987	-0.167236720020513	False	False
RANDOM_1849	0.0900763353411894	-0.0838986918071535	0.0030888217670179546	-0.0838986918071535	False	False
RANDOM_1850	0.232245682527237	0.143496404154921	0.187871043341079	0.143496404154921	True	False
RANDOM_1851	0.20090066075461	0.23512815008872	0.218014405421665	0.20090066075461	True	False
RANDOM_1852	0.739831170329343	0.124741971720251	0.432286571024797	0.124741971720251	True	False
RANDOM_1853	0.289467378445796	0.35178837959716	0.320627879021478	0.289467378445796	True	False
RANDOM_1854	0.227773128373464	0.181314487970888	0.204543808172176	0.181314487970888	True	False
RANDOM_1855	0.315555114076411	0.290811371079415	0.303183242577913	0.290811371079415	True	False
RANDOM_1856	0.917391762835659	0.252563363280076	0.5849775630578675	0.252563363280076	True	False
RANDOM_1857	0.239240890895044	0.0704701834364868	0.1548555371657654	0.0704701834364868	True	False
RANDOM_1858	0.609370895918917	0.144830498772655	0.377100697345786	0.144830498772655	True	False
RANDOM_1859	0.306455429814348	0.0964000505090463	0.20142774016169715	0.0964000505090463	True	False
RANDOM_1860	0.333754724946124	0.0557131934496657	0.19473395919789485	0.0557131934496657	True	False
RANDOM_1861	0.4397172464752	0.0181717496363775	0.22894449805578876	0.0181717496363775	True	False
RANDOM_1862	0.0984427899683844	0.169965426620455	0.1342041082944197	0.0984427899683844	True	False
RANDOM_1863	0.39431974940785	0.248266890432401	0.3212933199201255	0.248266890432401	True	False
RANDOM_1864	0.0677357009137098	0.008820973450189	0.038278337181949396	0.008820973450189	True	False
RANDOM_1865	-0.261134381983403	-0.0551649749506778	-0.1581496784670404	-0.261134381983403	False	False
RANDOM_1866	-0.355096711240593	0.047732138033894	-0.1536822866033495	-0.355096711240593	False	False
RANDOM_1867	0.0985253453054471	0.331998291180481	0.21526181824296406	0.0985253453054471	True	False
RANDOM_1868	0.0141165480143804	-0.180887601941305	-0.0833855269634623	-0.180887601941305	False	False
RANDOM_1869	0.264398000640461	0.0303054540454473	0.14735172734295415	0.0303054540454473	True	False
RANDOM_1870	0.0454099633407111	-0.0536919862273935	-0.004141011443341197	-0.0536919862273935	False	False
RANDOM_1871	0.403659154540791	-0.145940152649824	0.12885950094548348	-0.145940152649824	False	False
RANDOM_1872	0.337487373128726	-0.0428313469796562	0.1473280130745349	-0.0428313469796562	False	False
RANDOM_1873	0.496147512105418	0.27647511695306	0.386311314529239	0.27647511695306	True	False
RANDOM_1874	-0.0184564226020631	0.325489367253081	0.15351647232550894	-0.0184564226020631	False	False
RANDOM_1875	0.043325114153796	0.331131344394198	0.18722822927399702	0.043325114153796	True	False
RANDOM_1876	0.301039512460741	0.0126968773411574	0.1568681949009492	0.0126968773411574	True	False
RANDOM_1877	0.169387803692489	0.174552602062246	0.17197020287736747	0.169387803692489	True	False
RANDOM_1878	0.058390873658845	-0.169808464679579	-0.055708795510367	-0.169808464679579	False	False
RANDOM_1879	0.326003896237227	0.313500106302323	0.319752001269775	0.313500106302323	True	False
RANDOM_1880	-0.201234750150951	0.106902741571497	-0.047166004289727	-0.201234750150951	False	False
RANDOM_1881	0.293622155035565	-0.0145690216516817	0.13952656669194163	-0.0145690216516817	False	False
RANDOM_1882	-0.0007491630918411	0.348777428166936	0.17401413253754747	-0.0007491630918411	False	False
RANDOM_1883	0.325029132411744	0.161707589035202	0.243368360723473	0.161707589035202	True	False
RANDOM_1884	0.100278735591668	0.0343403414536589	0.06730953852266344	0.0343403414536589	True	False
RANDOM_1885	0.120084208307769	-0.0494176791926958	0.0353332645575366	-0.0494176791926958	False	False
RANDOM_1886	-0.0639366293434019	0.22434657098413	0.08020497082036404	-0.0639366293434019	False	False
RANDOM_1887	0.0562191103497102	-0.0881162089547746	-0.015948549302532197	-0.0881162089547746	False	False
RANDOM_1888	0.367272873028186	0.0477341125208777	0.20750349277453184	0.0477341125208777	True	False
RANDOM_1889	0.356557468208395	-0.1677424352991	0.09440751645464751	-0.1677424352991	False	False
