gene	CD3D	CD3E	CD3G	CD247	LCK	FYN	ZAP70	LAT	LCP2	TRAT1	NFKB1	REL	RELA	NFKBIA	TNFAIP3	STAT1	IRF1	IFIT1	IFIT2	IFIT3	ISG15	MX1	OAS1	CXCL9	CXCL10	IFNG	TNF	CCL5	NKG7	PRF1	GZMB	PDCD1	LAG3	TIGIT	TOX
ISG15	0.4215686274509804	0.48375350140056034	0.4535014005602241	0.35406162464986	0.3700280112044818	0.2582633053221289	0.19019607843137257	0.1285714285714286	0.4722689075630252	0.46515862569425076	0.2081232492997199	-0.061064425770308135	-0.1512605042016807	0.07394957983193277	0.3478991596638656	0.43501400560224085	0.3843137254901961	0.4935574229691877	0.5523809523809524	0.5750700280112045	1.0	0.5392156862745098	0.5042016806722689	0.4056022408963586	0.3820728291316527	0.38021856353791583	0.4163981400839921	0.4815126050420168	0.43865546218487395	0.39355742296918766	0.4319327731092438	0.15714285714285714	0.1392156862745098	0.4890756302521009	0.49439775910364153
MX1	0.257703081232493	0.32072829131652664	0.20840336134453782	0.30336134453781516	0.23753501400560226	0.06274509803921569	0.16722689075630254	0.27254901960784317	0.29299719887955183	0.2609426436821407	0.3159663865546219	0.2627450980392157	0.055462184873949584	0.0473389355742297	0.31652661064425774	0.34425770308123255	0.2868347338935574	0.6319327731092438	0.43221288515406164	0.6028011204481794	0.5392156862745098	1.0	0.650140056022409	0.21708683473389356	0.20448179271708683	0.24964977163764407	0.2569026559319952	0.2893557422969188	0.18095238095238098	0.29327731092436976	0.3938375350140056	0.2142857142857143	0.18683473389355743	0.2742296918767507	0.5142857142857143
OAS1	0.2661064425770308	0.3826330532212886	0.32184873949579834	0.42044817927170874	0.3394957983193278	-0.07899159663865547	0.2666666666666667	0.20952380952380953	0.17563025210084035	0.4000280141471787	0.2568627450980392	0.14817927170868347	-0.11568627450980393	0.2016806722689076	0.2518207282913165	0.27450980392156865	0.4277310924369748	0.42689075630252105	0.4714285714285714	0.7179271708683473	0.5042016806722689	0.650140056022409	1.0	0.08935574229691878	0.17871148459383757	0.15634632163165585	0.2493343289159953	0.25462184873949584	0.19215686274509805	0.24957983193277314	0.215406162464986	0.238375350140056	0.2490196078431373	0.24957983193277314	0.48515406162464986
CXCL9	0.8218487394957985	0.7932773109243698	0.7859943977591036	0.5991596638655462	0.6397759103641457	0.6837535014005603	0.6173669467787115	0.46974789915966386	0.7795518207282914	0.6777785575834024	0.29075630252100837	0.2420168067226891	0.025770308123249302	0.2649859943977591	0.5736694677871148	0.7820728291316525	0.6876750700280113	0.03781512605042017	0.23389355742296922	0.2285714285714286	0.4056022408963586	0.21708683473389356	0.08935574229691878	1.0	0.8515406162464986	0.7444662662639957	0.8615278919879837	0.8700280112044817	0.6238095238095238	0.6803921568627451	0.7095238095238096	0.4661064425770309	0.4179271708683474	0.7663865546218488	0.6198879551820728
CXCL10	0.7240896358543418	0.7033613445378152	0.7467787114845938	0.49887955182072835	0.6252100840336134	0.5467787114845939	0.5148459383753502	0.4383753501400561	0.6941176470588235	0.5816933973225605	0.411484593837535	0.1568627450980392	0.12829131652661066	0.41036414565826335	0.7549019607843138	0.6481792717086836	0.7728291316526611	0.11764705882352944	0.2882352941176471	0.38963585434173675	0.3820728291316527	0.20448179271708683	0.17871148459383757	0.8515406162464986	1.0	0.6349117649056132	0.8019623552879849	0.7708683473389356	0.6159663865546219	0.6154061624649859	0.5145658263305323	0.5246498599439776	0.33277310924369746	0.6630252100840336	0.5092436974789917
IFNG	0.7562342689674537	0.7878958000505668	0.7427851230206446	0.6290277635538843	0.667413867610402	0.5469319351702371	0.45250772300201475	0.4796862054361915	0.7282152149116015	0.7249036937664486	0.2513309148809952	0.3188568351555992	-0.05407677432779495	0.24600729461038323	0.5474923162513541	0.7878958000505668	0.7394228365339423	0.02885962567752787	0.1314093635219473	0.19949566487766843	0.38021856353791583	0.24964977163764407	0.15634632163165585	0.7444662662639957	0.6349117649056132	1.0	0.6926959816348731	0.797142087888998	0.6458391959873957	0.747828552750698	0.7038386378830098	0.6158588081476336	0.5626226054415143	0.8405716216755691	0.7455870284262298
TNF	0.8392433735519843	0.8451298501199841	0.8665734433319836	0.6570429083519876	0.7192713749279865	0.7311844822679863	0.6654521605919875	0.5941136707559889	0.8497549388519839	0.7191815853436317	0.3906097665479927	0.3847232899799928	0.07161879824399865	0.482550924371991	0.7136652067679866	0.7422566643839861	0.7501052998079859	0.07806589162799854	0.33342685131599376	0.28591457615999466	0.4163981400839921	0.2569026559319952	0.2493343289159953	0.8615278919879839	0.801962355287985	0.6926959816348731	1.0	0.8782062422639836	0.7004907115919868	0.7335671037359862	0.638262245015988	0.5722496149319892	0.5414156900519898	0.7976175749639851	0.6695166325079874
CCL5	0.8865546218487397	0.8907563025210085	0.9002801120448181	0.7498599439775911	0.7775910364145658	0.765546218487395	0.7078431372549021	0.5708683473389355	0.8764705882352942	0.7464108149125752	0.4120448179271709	0.23949579831932774	0.06442577030812326	0.4092436974789916	0.6011204481792718	0.8330532212885153	0.8280112044817927	0.1700280112044818	0.3403361344537815	0.3633053221288516	0.4815126050420168	0.2893557422969188	0.25462184873949584	0.8700280112044817	0.7708683473389356	0.7971420878889981	0.8782062422639834	1.0	0.7901960784313725	0.8568627450980392	0.8022408963585435	0.5750700280112045	0.48655462184873954	0.8476190476190477	0.7140056022408965
NKG7	0.6666666666666667	0.6448179271708684	0.7535014005602241	0.5305322128851541	0.6829131652661065	0.6364145658263306	0.5812324929971989	0.4879551820728292	0.7767507002801121	0.5875761622364897	0.31848739495798317	0.14537815126050418	-0.17955182072829132	0.36050420168067226	0.465546218487395	0.6341736694677872	0.6341736694677872	0.10980392156862746	0.2705882352941177	0.23109243697478996	0.43865546218487395	0.18095238095238098	0.19215686274509805	0.6238095238095238	0.6159663865546219	0.6458391959873957	0.7004907115919868	0.7901960784313725	1.0	0.861624649859944	0.7406162464985995	0.5535014005602241	0.5901960784313726	0.7123249299719888	0.5661064425770308
PRF1	0.7481792717086836	0.7574229691876752	0.7515406162464986	0.7509803921568629	0.6955182072829132	0.6456582633053223	0.6417366946778711	0.5596638655462186	0.7554621848739497	0.5758106324086314	0.37647058823529417	0.31064425770308124	0.030532212885154068	0.42072829131652667	0.484873949579832	0.7204481792717087	0.788795518207283	0.11036414565826332	0.21344537815126052	0.27563025210084036	0.39355742296918766	0.29327731092436976	0.24957983193277314	0.6803921568627451	0.6154061624649859	0.747828552750698	0.7335671037359862	0.8568627450980392	0.861624649859944	1.0	0.8543417366946778	0.5759103641456582	0.6789915966386556	0.7378151260504202	0.723529411764706
GZMB	0.7022408963585435	0.6476190476190476	0.6837535014005603	0.6725490196078432	0.577310924369748	0.5739495798319328	0.588515406162465	0.4753501400560225	0.6711484593837536	0.49485258192646436	0.4246498599439776	0.40952380952380957	0.03613445378151261	0.2736694677871148	0.31624649859943976	0.7296918767507002	0.5543417366946779	0.18711484593837538	0.1403361344537815	0.2204481792717087	0.4319327731092438	0.3938375350140056	0.215406162464986	0.7095238095238096	0.5145658263305323	0.7038386378830099	0.638262245015988	0.8022408963585435	0.7406162464985995	0.8543417366946778	1.0	0.42268907563025215	0.49159663865546227	0.6630252100840336	0.6372549019607843
PDCD1	0.6316526610644259	0.5946778711484594	0.588515406162465	0.5196078431372549	0.7512605042016807	0.39187675070028016	0.5789915966386555	0.6907563025210084	0.6176470588235295	0.4517123058909843	0.37142857142857144	0.37142857142857144	0.23249299719887956	0.4170868347338936	0.5806722689075631	0.5030812324929972	0.6669467787114847	-0.16834733893557424	0.038375350140056025	0.21120448179271709	0.15714285714285714	0.2142857142857143	0.238375350140056	0.4661064425770309	0.5246498599439776	0.6158588081476336	0.5722496149319892	0.5750700280112045	0.5535014005602241	0.5759103641456582	0.42268907563025215	1.0	0.7243697478991598	0.6336134453781513	0.553781512605042
LAG3	0.47422969187675074	0.5296918767507003	0.4098039215686275	0.5823529411764706	0.5918767507002801	0.31064425770308124	0.5487394957983194	0.5857142857142857	0.523249299719888	0.40465018657955154	0.17955182072829132	0.37927170868347343	0.0392156862745098	0.4728291316526611	0.3778711484593838	0.36246498599439775	0.561624649859944	-0.07647058823529412	0.10728291316526611	0.08739495798319327	0.1392156862745098	0.18683473389355743	0.2490196078431373	0.4179271708683474	0.33277310924369746	0.5626226054415143	0.5414156900519898	0.48655462184873954	0.5901960784313726	0.6789915966386556	0.49159663865546227	0.7243697478991598	1.0	0.4971988795518208	0.5565826330532213
TIGIT	0.8910364145658265	0.8347338935574229	0.8686274509803922	0.6470588235294118	0.823249299719888	0.6848739495798319	0.6182072829131653	0.6498599439775911	0.8635854341736695	0.7747041128319487	0.30952380952380953	0.2092436974789916	-0.08347338935574229	0.2803921568627451	0.5714285714285715	0.8221288515406163	0.7498599439775911	0.008123249299719889	0.2123249299719888	0.29887955182072834	0.4890756302521009	0.2742296918767507	0.24957983193277314	0.7663865546218488	0.6630252100840336	0.8405716216755692	0.797617574963985	0.8476190476190477	0.7123249299719888	0.7378151260504202	0.6630252100840336	0.6336134453781513	0.4971988795518208	1.0	0.8106442577030812
TOX	0.7319327731092438	0.8204481792717087	0.7025210084033614	0.7061624649859944	0.711484593837535	0.4652661064425771	0.49159663865546227	0.5187675070028012	0.7033613445378152	0.7291827176646402	0.37310924369747905	0.2949579831932773	-0.2081232492997199	0.25350140056022413	0.5005602240896359	0.7092436974789916	0.7526610644257704	0.10812324929971989	0.1829131652661065	0.3336134453781513	0.49439775910364153	0.5142857142857143	0.48515406162464986	0.6198879551820728	0.5092436974789917	0.7455870284262298	0.6695166325079874	0.7140056022408965	0.5661064425770308	0.723529411764706	0.6372549019607843	0.553781512605042	0.5565826330532213	0.8106442577030812	1.0
