dataset	state	state_order	marker	marker_order	marker_block	n_patients	total_cells	patient_median_mean_log1p_cp10k	patient_q25_mean_log1p_cp10k	patient_q75_mean_log1p_cp10k	patient_median_positive_fraction	patient_q25_positive_fraction	patient_q75_positive_fraction	patient_median_pseudobulk_log2_cpm	aggregation	response_used_in_summary	biological_unit	within_marker_z
GSE206325	CD8_progenitor_exhausted	1	CXCL13	19	Checkpoint_exhaustion	12	2297	2.27407238503881	1.86571729141608	2.72498220268445	0.635643564356436	0.557841614906832	0.811042230988783	11.9406144727522	unweighted median across eligible patient-state rows	FALSE	patient	1.14633209009986
GSE206325	CD8_progenitor_exhausted	1	LAYN	20	Checkpoint_exhaustion	12	2297	0.154949567067811	0.0751887388858422	0.220484359371446	0.150444488883233	0.093167701863354	0.228763386542736	4.87984856872376	unweighted median across eligible patient-state rows	FALSE	patient	-0.182420482802489
GSE206325	CD8_progenitor_exhausted	1	MKI67	21	Proliferation	12	2297	0.0761854094383153	0.0404203219285425	0.101044254966058	0.0945578231292517	0.0383403361344538	0.112553009858457	4.46998179207662	unweighted median across eligible patient-state rows	FALSE	patient	-0.318197086445254
GSE206325	CD8_progenitor_exhausted	1	TOP2A	22	Proliferation	12	2297	0.0555519023254536	0.0407026363998281	0.0649940246168264	0.0651447880240462	0.0431350114416476	0.0942176870748299	3.5088067907018	unweighted median across eligible patient-state rows	FALSE	patient	-0.363727089352181
GSE206325	CD8_progenitor_exhausted	1	STMN1	23	Proliferation	12	2297	0.705138608784496	0.425288222411174	0.795916609144612	0.472203537731561	0.307724957555178	0.590262820995557	7.98015065134013	unweighted median across eligible patient-state rows	FALSE	patient	-0.0592108052327299
GSE206325	CD8_progenitor_exhausted	1	IL21	24	Tfh_support	12	2297	0.0607018411855626	0.0439469357079086	0.0841282157952765	0.0629442610215576	0.0348502304147465	0.0805626598465473	3.67737026106296	unweighted median across eligible patient-state rows	FALSE	patient	0.194697143623769
GSE206325	CD8_progenitor_exhausted	1	CH25H	25	Tfh_support	12	2297	0.0771007849309052	0.0499657059584695	0.11924797418204	0.070933014354067	0.0542158270765539	0.0890269151138716	4.3739354019262	unweighted median across eligible patient-state rows	FALSE	patient	-0.548237361366152
GSE206325	CD8_progenitor_exhausted	1	ICOS	26	Tfh_support	12	2297	0.400002910452288	0.308515308753281	0.462257157913855	0.362098183551342	0.273109243697479	0.424294726818236	6.20285604253066	unweighted median across eligible patient-state rows	FALSE	patient	-0.662254532915874
GSE206325	CD8_progenitor_exhausted	1	TOX2	27	Tfh_support	12	2297	0.360279907656038	0.337515420154793	0.469460878803296	0.319298245614035	0.286369386464263	0.43546146332051	6.27855806352049	unweighted median across eligible patient-state rows	FALSE	patient	-0.0086337276460738
GSE206325	CD8_progenitor_exhausted	1	FOXP3	28	Regulatory	12	2297	0	0	0.00700506159286082	0	0	0.0113476500173041	0	unweighted median across eligible patient-state rows	FALSE	patient	-0.516240324788058
GSE206325	CD8_progenitor_exhausted	1	IL2RA	29	Regulatory	12	2297	0.0799785525667876	0.0560757174546302	0.117979855961337	0.0662927110712225	0.0593112244897959	0.129382889200561	4.05094897988385	unweighted median across eligible patient-state rows	FALSE	patient	-0.303336513967748
GSE206325	CD8_progenitor_exhausted	1	CTLA4	30	Regulatory	12	2297	1.10841731196988	0.881900070908058	1.2020565398334	0.738157894736842	0.648230621088108	0.783895297249335	8.25662065514893	unweighted median across eligible patient-state rows	FALSE	patient	0.330170704749138
GSE206325	CD8_progenitor_exhausted	1	TNFRSF18	31	Regulatory	12	2297	0.518985084636165	0.457814494113504	0.949713923811674	0.385021038644668	0.333784602950091	0.518111455108359	7.44109021549071	unweighted median across eligible patient-state rows	FALSE	patient	-0.0470287343040943
GSE206325	CD8_progenitor_exhausted	1	IKZF2	32	Regulatory	12	2297	0.0485618979122914	0.017108505978691	0.0782810393675186	0.0623295363388416	0.0193157708628006	0.0880952380952381	3.43874049781017	unweighted median across eligible patient-state rows	FALSE	patient	-0.541912078866051
GSE206325	CD8_effector	2	TCF7	1	Progenitor_memory	24	24553	0.0993681120655575	0.0596392270219442	0.141120844547216	0.0738934426229508	0.0442511520737327	0.103799300040382	4.6318964312093	unweighted median across eligible patient-state rows	FALSE	patient	0.271463722987372
GSE206325	CD8_effector	2	CCR7	2	Progenitor_memory	24	24553	0.0589663766369862	0.0224078066378142	0.0821655484578685	0.0384022177419355	0.0170916983179598	0.0548461538461539	4.08376956524703	unweighted median across eligible patient-state rows	FALSE	patient	-0.593903345418376
GSE206325	CD8_effector	2	LEF1	3	Progenitor_memory	24	24553	0.0654059769684651	0.0420278848190436	0.0931683021951323	0.0454488881513442	0.031242338419918	0.0656836007771461	4.10711081732085	unweighted median across eligible patient-state rows	FALSE	patient	-1.02548588021107
GSE206325	CD8_effector	2	IL7R	4	Progenitor_memory	24	24553	0.61568018976965	0.53261923392918	0.88823135079021	0.308271474019088	0.243573809193168	0.398634326550388	8.48507678735168	unweighted median across eligible patient-state rows	FALSE	patient	-0.62882095292701
GSE206325	CD8_effector	2	SLAMF6	5	Progenitor_memory	24	24553	0.36929831846844	0.284545878030208	0.463218957464318	0.268026932084309	0.194993250493233	0.325746376811594	6.45286307375776	unweighted median across eligible patient-state rows	FALSE	patient	1.03521198532224
GSE206325	CD8_effector	2	GZMK	6	Effector_cytotoxic	24	24553	2.74502134805266	2.2214068349867	2.99978759359571	0.904663468203161	0.818636255642671	0.936653716165243	10.9635160522019	unweighted median across eligible patient-state rows	FALSE	patient	1.91980415723949
GSE206325	CD8_effector	2	CCL5	7	Effector_cytotoxic	24	24553	3.88194150198356	3.72975043828533	3.93160329202539	0.998425535954792	0.995921148255814	1	12.3971255754749	unweighted median across eligible patient-state rows	FALSE	patient	1.28434655252214
GSE206325	CD8_effector	2	GZMB	8	Effector_cytotoxic	24	24553	0.379117852586546	0.226626902118059	0.515491366467764	0.199090259585616	0.140124387485865	0.272186624717032	7.17234568627385	unweighted median across eligible patient-state rows	FALSE	patient	-0.342965724150435
GSE206325	CD8_effector	2	PRF1	9	Effector_cytotoxic	24	24553	0.874786570999117	0.727940366016523	1.00485844883605	0.522950249228364	0.414190083425898	0.614185101153337	8.11953728060891	unweighted median across eligible patient-state rows	FALSE	patient	0.100840683376609
GSE206325	CD8_effector	2	IFNG	10	Effector_cytotoxic	24	24553	0.692084840813745	0.576045121637729	0.933845797442319	0.357236036090407	0.305816690318784	0.424788877825718	8.66919822232514	unweighted median across eligible patient-state rows	FALSE	patient	0.526546101716232
GSE206325	CD8_effector	2	TNF	11	Effector_cytotoxic	24	24553	0.43489130620253	0.302898062602487	0.519310429229156	0.225482017785473	0.183384644383011	0.260758364769559	7.34398384026712	unweighted median across eligible patient-state rows	FALSE	patient	1.61094368370451
GSE206325	CD8_effector	2	FGFBP2	12	Effector_cytotoxic	24	24553	0.0238937060170417	0.0147274753054323	0.0348027975253687	0.0173321779318313	0.0107837528604119	0.0250932835820896	3.06245342736229	unweighted median across eligible patient-state rows	FALSE	patient	1.3548975703121
