program	D_TT_minus_CC	exact_P	BH_q	CC_n	TT_n	CC_mean_delta	TT_mean_delta	CC_median_delta	TT_median_delta	CC_min_delta	CC_max_delta	TT_min_delta	TT_max_delta	CC_positive_delta_n	TT_positive_delta_n	pooled_delta_SD	Hedges_g	J	bootstrap_D_CI95_low	bootstrap_D_CI95_high	bootstrap_g_CI95_low	bootstrap_g_CI95_high	bootstrap_n	bootstrap_g_invalid_n	bootstrap_seed	permutation_extreme_n	permutation_total_n
AF35	-0.355198926774367	0.495260295260295		8	8	-0.621557738056453	-0.97675666483082	-0.196735376903387	-1.08836133546081	-3.0224671062009	0.661286966340335	-2.29116343063064	0.487467429701942	2	1	1.01348553680726	-0.331297462813829	0.945287729306811	-1.22952400851406	0.618145408636387	-1.93463195702989	0.534702487191856	50000	0	948592026	6374	12870
