dataset	population	metric	n	n_responder	n_nonresponder	responder_mean	nonresponder_mean	responder_minus_nonresponder	hedges_g	hedges_g_ci_low	hedges_g_ci_high	bootstrap_draws	firth_or_per_sd	firth_ci_low	firth_ci_high	firth_p	permutation_p_two_sided	permutation_method	permutation_allocations_or_draws	loo_hedges_g_min	loo_hedges_g_max	loo_positive_fraction	loo_same_direction_fraction	biological_replicate	seed	analysis_version	primary_interval_source
ERP117672	PRIMARY_RESPONSE_EVALUABLE	PTPN22_activation_feedback_35	35	6	29	0.795938856077582	-0.0745838783780555	0.870522734455637	0.869215645771506	-0.125011524840219	2.18627811723577	20000	2.14986119906922	0.951401799957712	5.40691774067291	0.0657827907441925	0.0537254491239311	EXACT_ALL_LABEL_ALLOCATIONS	1623160	0.58770656410858	1.27209876452312	1	1	patient	20260829	HISTORICAL_UNPAIRED_BOOTSTRAP_SENSITIVITY	S11_10 paired bootstrap; this historical interval is not the Figure 5A primary
ERP117672	ITT_NE_AS_NONRESPONSE_SENSITIVITY	PTPN22_activation_feedback_35	40	6	34	0.795938856077582	-0.140459798131338	0.93639865420892	0.962833039205828	-0.0276325813703218	2.29067236079491	20000	2.28018728182833	1.02895169750496	5.64066315971179	0.042312343168174	0.031798410079496	FIXED_SEED_MONTE_CARLO_LABEL_PERMUTATION	20000	0.673747248075334	1.37636936725154	1	1	patient	20260829	HISTORICAL_UNPAIRED_BOOTSTRAP_SENSITIVITY	S11_10 paired bootstrap; this historical interval is not the Figure 5A primary
