released_t_cell_state	TCR_activation	cytotoxicity	exhaustion
CD4_C03_CD44	-0.0075403852046	-0.647168521725	-0.352763613388
CD4_C05_GNLY	-0.118225678725	0.792693283745	-0.192808687249
CD8_C03_CX3CR1	-0.447322151008	0.549171496449	-0.352763613388
CD8_C03_CX3CR1	-0.204007735086	1.15898777133	-0.352763613388
CD8_C03_CX3CR1	-0.145894100669	1.44381356025	-0.352763613388
CD4_C01_CCR7	0.129248861789	-0.486166378174	-0.206503783773
CD8_C08_GZMK	-0.506124348521	-0.187229360778	-0.233171869975
CD4_C05_GNLY	0.399353940776	0.68909821334	-0.352763613388
CD4_C05_GNLY	0.222971999788	0.965295387717	-0.197081895784
CD8_C04_GIMAP4	0.055688865249	1.12879849488	-0.352763613388
CD4_C03_CD44	-0.55813167524	-0.647168521725	-0.352763613388
CD4_C01_CCR7	0.395726493026	-0.647168521725	-0.165296511312
CD8_C03_CX3CR1	-0.273639511137	1.09180938033	-0.352763613388
CD8_C01_LEF1	0.295146221108	-0.647168521725	-0.352763613388
CD4_C01_CCR7	0.175949697176	-0.647168521725	-0.352763613388
CD8_C09_LAYN	-0.192392236919	0.0748559117991	0.027223882774
CD4_C01_CCR7	-0.335028847397	-0.647168521725	-0.14169371841
CD4_C01_CCR7	-0.986084891902	-0.505091881098	-0.352763613388
CD4_C01_CCR7	0.172367570012	-0.647168521725	-0.352763613388
CD8_C01_LEF1	-0.314723960412	-0.31714680958	-0.352763613388
CD8_C03_CX3CR1	0.0664920054402	0.639137004362	0.201578347512
CD4_C01_CCR7	-0.0874767890272	-0.574937478216	-0.352763613388
CD8_C06_IKZF2	0.300124239272	1.06403143509	-0.0294005860957
CD4_C01_CCR7	-0.0463201706009	-0.554560563654	-0.352763613388
CD4_C03_CD44	0.1556543061	-0.330051032978	-0.352763613388
CD4_C08_FOXP3	-0.0426147410302	-0.647168521725	0.0607798429
CD4_C01_CCR7	-0.397792669027	-0.245445319772	0.292005025209
CD4_C01_CCR7	-0.12763142443	-0.647168521725	-0.352763613388
CD8_C03_CX3CR1	0.315811377883	1.43595265617	0.0193572051252
CD4_C01_CCR7	-0.21957320034	-0.584333343572	-0.352763613388
CD4_C01_CCR7	0.406650541687	-0.647168521725	-0.0851660379937
CD4_C01_CCR7	-0.523208883231	-0.530311077978	-0.352763613388
CD4_C08_FOXP3	0.0823063080992	-0.647168521725	0.914066801307
CD8_C08_GZMK	-0.219970211635	-0.125597656502	-0.352763613388
CD4_C03_CD44	-0.432901185749	-0.647168521725	-0.0592777352575
CD4_C01_CCR7	0.350991900055	-0.647168521725	-0.352763613388
CD4_C02_IL7R	-0.152446741321	-0.647168521725	-0.352763613388
CD8_C01_LEF1	0.363716861111	-0.647168521725	-0.352763613388
CD8_C03_CX3CR1	-0.291039376469	1.01675141903	0.083674327653
CD8_C01_LEF1	0.092984982104	-0.537951748958	-0.352763613388
CD8_C05_CCR7	0.358582061707	-0.0222723359024	-0.352763613388
CD8_C01_LEF1	-0.275772523604	-0.647168521725	-0.17897930461
CD8_C03_CX3CR1	-0.409326994039	0.801870358179	-0.352763613388
CD4_C01_CCR7	-0.283606212927	-0.647168521725	-0.352763613388
CD4_C02_IL7R	0.247528965594	-0.647168521725	-0.352763613388
CD4_C08_FOXP3	-0.301475510065	-0.647168521725	0.163790839499
CD8_C01_LEF1	0.435096919031	-0.647168521725	-0.352763613388
CD4_C03_CD44	0.22384654231	-0.447538894586	-0.15394978366
CD8_C03_CX3CR1	-0.0191854801542	0.949294201366	-0.352763613388
CD4_C03_CD44	-0.353948709954	-0.647168521725	-0.352763613388
CD8_C03_CX3CR1	0.24752510493	1.81691682876	-0.104351308256
CD8_C03_CX3CR1	-0.032233160743	1.14361471937	-0.352763613388
CD8_C01_LEF1	-0.243538363308	-0.647168521725	-0.352763613388
CD8_C03_CX3CR1	-0.00541582498077	1.26469867195	-0.194323846523
CD8_C03_CX3CR1	0.329189848982	1.26194727508	0.003091113989
CD8_C03_CX3CR1	-0.364912772994	1.09738334062	-0.352763613388
CD4_C01_CCR7	-0.100995690662	-0.537769368324	-0.352763613388
CD8_C02_GPR183	-0.213535322865	-0.647168521725	-0.0644464275218
CD8_C03_CX3CR1	-0.127912063225	0.706795033686	-0.190141531558
CD8_C01_LEF1	0.152051126141	-0.534001100386	-0.352763613388
CD4_C05_GNLY	-0.781744665055	0.208051200079	-0.352763613388
CD4_C01_CCR7	-0.17346494294	-0.647168521725	-0.352763613388
CD4_C02_IL7R	-0.0168484813985	-0.647168521725	0.0937028906954
CD4_C01_CCR7	0.334253828074	-0.647168521725	-0.352763613388
CD4_C03_CD44	0.391689145711	-0.647168521725	-0.352763613388
CD4_C01_CCR7	0.0621733641246	-0.647168521725	-0.114186787165
CD8_C06_IKZF2	0.372570319898	1.30687808933	0.139863611092
CD4_C01_CCR7	0.0294000572993	-0.472260035438	-0.352763613388
CD4_C04_GZMK	-0.146995798743	-0.647168521725	-0.352763613388
CD4_C01_CCR7	-0.0582952848809	-0.647168521725	-0.352763613388
CD4_C03_CD44	0.157397601493	-0.647168521725	0.323826751278
CD8_C03_CX3CR1	0.0206248442479	0.551575429135	-0.352763613388
CD4_C01_CCR7	0.575476685348	-0.647168521725	-0.352763613388
CD4_C05_GNLY	0.479897927232	0.270809692453	-0.142952130925
CD8_C03_CX3CR1	0.416398054071	0.593710191946	-0.352763613388
