program_id	ERP117672__median_pairwise	ERP117672__PC1_variance	ERP117672__median_gene_to_rest	GSE302495__median_pairwise	GSE302495__PC1_variance	GSE302495__median_gene_to_rest	covariance_pearson	covariance_spearman	connectivity_pearson	connectivity_spearman
RANDOM_0077	0.1257703081232493	0.2114453470534581	0.3546218487394958	0.068825910931174	0.2101995605412153	0.2301127037969143	0.4635609647513114	0.4343989876418132	0.7267052530578741	0.7560224089635854
RANDOM_0078	0.1386554621848739	0.2053903312415408	0.3666666666666666	0.0825555682336028	0.2502757747724838	0.3204945836524784	0.5473041983749503	0.50472826398349	0.6759336734001856	0.4708683473389355
RANDOM_0079	0.1005602240896358	0.1867718951994541	0.2747899159663866	0.0753911806543385	0.1842941880220927	0.24630703578072	0.4430805606150075	0.3961552742465565	0.4630229598406754	0.2865546218487395
RANDOM_0080	0.0773163388687824	0.1921544009186938	0.1927710919042638	0.0346865083707189	0.1858882568228628	0.1613962140277929	0.3624205625207525	0.35923305745425804	0.252083764812121	0.2739495798319328
RANDOM_0081	0.0655462184873949	0.2090211085331334	0.199719887955182	0.0399387241492504	0.1693367818320999	0.1773717036874931	0.4118505889989634	0.39352219718408726	0.1910289513775551	0.1901960784313725
RANDOM_0082	0.088235294117647	0.2404386828818492	0.3535014005602241	0.0723585326417231	0.2136453443442675	0.2287996498522814	0.4980139401665034	0.4291400844469948	0.6544810324351256	0.7019607843137254
RANDOM_0083	0.0985994397759103	0.2000355771961325	0.276750700280112	0.0705766495240179	0.1916192213753292	0.300798774482985	0.4210079644087452	0.4054009453380873	0.5917651040913214	0.5621848739495798
RANDOM_0084	0.1036705000066535	0.271874029341635	0.3467787114845938	0.0850202429149797	0.2360513436479775	0.3458802932487143	0.585575066458543	0.5554185123690786	0.779115714278477	0.4764705882352941
RANDOM_0085	0.1120448179271708	0.2580476795084355	0.42296918767507	0.0809760902891746	0.2581609170325538	0.3239960608381661	0.6448848815198766	0.6215003333775416	0.8077476760248024	0.7568627450980392
RANDOM_0086	0.1333333333333333	0.2182675693405474	0.3352941176470588	0.0473793631688368	0.1994972077870169	0.2478389320494583	0.5305643244605388	0.4860654343503659	0.6846172385303968	0.6218487394957983
RANDOM_0087	0.0607843137254901	0.2779268384814593	0.3056022408963585	0.0786738155159207	0.2055527006499048	0.336688915636284	0.4945844802121052	0.45685457639782856	0.6804760899994292	0.6669467787114846
RANDOM_0088	0.0504201680672269	0.2235052532779053	0.2092436974789916	0.0775126019353	0.2031590327348345	0.235025039791535	0.3643299541333203	0.33063275418199883	0.453108371486753	0.4697478991596638
RANDOM_0089	0.1324929971988795	0.2500328478879118	0.3697478991596639	0.0916999508950383	0.2137885531700035	0.2530911478279899	0.4917736333174474	0.3990832030353111	0.6850256001535002	0.4072829131652661
RANDOM_0090	0.1252100840336134	0.2328404422146052	0.407563025210084	0.0482547324652587	0.1894942952675543	0.2570303096618886	0.4554059424109959	0.43083365756509223	0.7759063983772377	0.6876750700280112
RANDOM_0091	0.0941176470588235	0.1932893737475464	0.2887955182072829	0.05109968267863	0.1927215880465644	0.1966728732680059	0.4481376324738833	0.40424814419097505	0.4676236818513117	0.3924369747899159
RANDOM_0092	0.1666666666666666	0.2471503721400409	0.4005602240896359	0.0729839150891782	0.1923146972925927	0.336688915636284	0.559059203408319	0.5081697214522206	0.824165287746586	0.611764705882353
RANDOM_0093	0.064290216559368	0.2569559292853124	0.1864468892913413	0.0680674108119938	0.2400765331733868	0.2202647992121676	0.6447709268212295	0.6071816178456524	0.5284765962836342	0.5134453781512605
RANDOM_0094	0.1411764705882353	0.2458551196599256	0.3759103641456582	0.038844512528723	0.1819897570814073	0.1504540978225188	0.5289451287764994	0.4769955101828255	0.535896267316822	0.4280112044817927
RANDOM_0095	0.0375350140056022	0.1882521734918645	0.1481792717086834	0.05109968267863	0.1761110438544118	0.2117299485720538	0.3789790197117968	0.34119212258693465	0.3023902479699721	0.2815126050420168
RANDOM_0096	0.080672268907563	0.2129138669914451	0.2663865546218487	0.0502243133822081	0.2178178969504703	0.2250793303424882	0.2992723899576638	0.26687217918755435	0.4495710219464792	0.3252100840336134
