dataset	population	metric	n	n_responder	n_nonresponder	responder_mean	nonresponder_mean	responder_minus_nonresponder	hedges_g	hedges_g_ci_low	hedges_g_ci_high	bootstrap_draws	firth_or_per_sd	firth_ci_low	firth_ci_high	firth_p	permutation_p_two_sided	permutation_method	permutation_allocations_or_draws	loo_hedges_g_min	loo_hedges_g_max	loo_positive_fraction	loo_same_direction_fraction	biological_replicate	seed	analysis_version	primary_interval_source
ERP117672	PRIMARY_RESPONSE_EVALUABLE	PTPN22	35	6	29	0.60792692312332	-0.0529046812010411	0.660831604324361	0.625556165634855	-0.202104782776084	1.6807099704327	20000	1.77278101460672	0.782774297250386	4.29481808151418	0.16785412767446	0.163153355183716	EXACT_ALL_LABEL_ALLOCATIONS	1623160	0.344314523862937	0.823606438294088	1	1	patient	20260829	HISTORICAL_UNPAIRED_BOOTSTRAP_SENSITIVITY	S11_10 paired bootstrap; this historical interval is not the Figure 5A primary
ERP117672	ITT_NE_AS_NONRESPONSE_SENSITIVITY	PTPN22	40	6	34	0.60792692312332	-0.107281221727645	0.715208144850964	0.716325852192177	-0.139074896567876	1.80964203630113	20000	1.88009830275921	0.854056112278299	4.39542542890429	0.115279576164473	0.108394580270986	FIXED_SEED_MONTE_CARLO_LABEL_PERMUTATION	20000	0.420495086128759	0.9274872508371	1	1	patient	20260829	HISTORICAL_UNPAIRED_BOOTSTRAP_SENSITIVITY	S11_10 paired bootstrap; this historical interval is not the Figure 5A primary
