cohort	plot_unit	response	x	y	raw_target_score	broad_immune_score	conditional_score	log_total_counts	log_detected_genes	zero_count_spot	inference_unit
Wu_Zenodo_19123188	U001	Responder	1598	1913	0.0827975709593349	0.51009038589119	-2.63663171751348	8.72355674269043	7.99023818572036	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1596	1501	0.217306318008045	0.459070394124762	-0.354931395585861	10.641058234398	9.01566279297264	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1291	1091	0.262944012425838	0.364618723101281	1.31276793601438	9.44081697065718	8.40469616018909	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1628	1482	0.225221474659896	0.473227267631133	-0.564906075365542	11.8305934329123	9.34031544839793	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1531	1576	0.24687875910022	0.450891652913398	-0.100202257724253	12.1042115552902	9.34224544285612	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1629	1782	0.168015344511885	0.361658006490022	-0.628009996501587	10.6025671017492	8.95144010094985	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	2167	1105	0	0	0.540491650752985	2.19722457733622	2.19722457733622	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1565	1857	0.219907881108416	0.287235452247795	0.586084508794534	11.3660482691095	9.19319421314121	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1748	1763	0.185387308745581	0.362207027071826	-0.725888552716276	12.4291921965564	9.38572123109081	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1345	1072	0.155747665391168	0.22001562481503	0.197020573364069	9.82639050215116	8.64188563537355	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1380	1614	0.606577903584117	0.832127731827294	4.27577404616721	10.7822840799827	9.24290436284945	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1423	1652	0.279107058066915	0.646037625882891	-0.635036253212359	11.7023881299155	9.32143441948177	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1499	1558	0.254062147349807	0.562157963740294	-0.461282215038415	11.2236821744515	9.20502627715241	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1726	1538	0.205484539580882	0.364976535841623	-0.0847355821987721	11.0747925265977	9.13345932764022	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1456	1633	0.654291702462652	1.10322284116787	3.3883936680999	11.1232697275938	9.29734341559776	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1563	1557	0.164285748956344	0.402311224169991	-1.15563751704338	11.5507413456545	9.23669014729897	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1412	1595	0.436406822234638	0.944309154102099	0.526244143584814	10.8742854089089	9.21024036697585	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1585	1482	0.170351948922958	0.318833786522847	0.0152443455956246	9.10875051621455	8.19450550976564	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1380	1577	0.231612142514783	0.348166436271389	0.452135035414319	11.2255100236359	9.16303909885817	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1737	1706	0.204478399377273	0.306995877855701	0.0295298714209986	12.088628302511	9.32402613638	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1694	1781	0.174090244920795	0.300123352110526	-0.567183190749707	12.5261505115727	9.36494809020262	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1705	1800	0.270908873413244	0.333843903670674	1.03997039398048	12.142877222033	9.32750099174976	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1770	1762	0.182111451008774	0.252656557400436	-0.0922815548597705	12.3439066436581	9.34215779659637	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1401	1614	0.55305353036668	0.929961880370158	2.71781394188003	10.7873583931542	9.21293699782345	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1652	1931	0.260978863978112	0.315688074809675	1.8676390970754	8.17667277194846	7.59739632021279	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1693	1594	0.187206535615711	0.330263122298323	-0.149903269011657	10.8597487164541	9.04887970584956	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1574	1576	0.241521299861284	0.460669068287481	-0.117064667974343	11.4751820600596	9.22157700390217	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1683	1576	0.224250123848536	0.363294281951236	0.0847816103136016	11.8695714084885	9.32098689206325	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1488	1651	0.320803090206565	0.659165296810646	0.241481930196297	10.7453564168427	9.10409057213347	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1726	1501	0.271550528641091	0.399943230724646	0.900382738922719	10.986766213039	9.12999761929365	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1727	1725	0.14223590507532	0.245074914133092	-0.660211456251238	11.900294488809	9.24888778158842	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1630	1894	0.297371574189889	0.389040139058212	1.28538002168384	11.6340983043003	9.27855961095333	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1521	1632	0.243968542387016	0.487280412227054	-0.140440883622173	11.0347767544274	9.18901458526143	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1520	1520	0.174534237483297	0.319380634417836	-0.192671483553731	10.3382201583249	8.85666093701725	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1585	1520	0.210296624497086	0.394755639973988	0.0118657433265257	10.2106413151775	8.82276429670376	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1628	1520	0.348735780451344	0.550047001683173	1.35893603506951	10.9795985758577	9.15799389160397	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1444	1539	0.146476481397906	0.401603504275664	-0.596417943477825	7.70165236264223	7.23273313617761	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1531	1614	0.212914593508512	0.495624626302195	-0.822490010811316	11.3801594936218	9.2305350792617	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1660	1463	0.293023585591524	0.509044565726162	0.488555704379082	11.5522038687671	9.27303344131461	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1650	1445	0.273855631282228	0.549083983899137	0.293782783606155	9.79166173735387	8.66888370465667	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1336	1540	0.124490901027245	0.585296298270963	-2.60557659657408	9.82622846698918	8.67590488257106	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1445	1614	0.314618667790296	0.517496240325907	0.852926815442639	11.4106047688204	9.29670153762423	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1749	1875	0.218918678752785	0.379690252080138	0.143458988664879	10.7213492460189	9.04286801803243	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1683	1763	0.188374307142254	0.517608014388372	-1.58545283226434	12.242462432313	9.33732538373067	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1520	1483	0.0878590115664411	0.241581360573095	-0.792541340286655	8.27461194620955	7.60738142563979	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1759	1744	0.176485948911459	0.255690815188979	-0.212406093986511	12.3480885675228	9.34469642447526	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1477	1558	0.278074785166036	0.517986919413041	0.192409094132316	11.433893080082	9.26160366591373	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1716	1856	0.219934638544805	0.333421667159688	0.125882820202836	12.1691492914256	9.32767886439342	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1358	1615	0.279787753431584	0.555029736498126	0.117889098711381	10.8747209118744	9.21652123105126	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1617	1426	0.0537636186873795	0.188172665405828	-0.893882145951648	7.49443021503157	7.03702761468628	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1455	1558	0.214315010592767	0.405798072424984	0.243746263342733	9.2011987140589	8.35772841676521	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1358	1540	0.20952778723367	0.41151762961086	-0.332882817083377	11.2320998333149	9.15387583499506	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1695	1856	0.192965984504942	0.288524145428999	-0.0489012770054404	12.0270835299809	9.29743507882712	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1215	1110	0.208890392326888	0.634344911251274	-1.23953403521917	9.12750209366718	8.28652137368124	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1325	1558	0.220582042861564	0.541999900122451	-0.572351497025417	9.60562045502598	8.56025268087669	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1554	1876	0.17155919240106	0.465877569154216	-0.950256159267326	9.47370413677676	8.45041215772589	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1565	1819	0.171409255397477	0.171549754229842	0.265906392223736	12.1109649452255	9.30455904721516	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1716	1781	0.242026867311624	0.404245027783643	0.0232508474090747	12.4525029436196	9.37602428761711	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	2366	2041	0	0	0.453869681377093	2.56494935746154	2.56494935746154	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1813	1800	0.214032916854428	0.317052611115661	0.176334798568308	11.9160611955171	9.30710404040849	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1748	1688	0.190466830662486	0.391434487079921	-0.621153420925247	11.5533665869678	9.21642184229205	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1248	1091	0.244410158169521	0.642415184904825	-0.745204467414775	9.51833964519086	8.61232153650781	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1520	1558	0.192956601381826	0.35375482657041	-0.451077537924287	12.0316597328043	9.31892568238962	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1619	1875	0.266946401810207	0.514219881119179	-0.129971483116035	12.0992499502975	9.3719488871726	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1672	1594	0.173675553896555	0.514092625542456	-1.55785241428566	11.0231108883937	9.13744704645586	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1672	1519	0.240358890626989	0.311105520601113	0.652687676517212	12.0551974288452	9.32918950581456	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1345	1109	0.130223177469709	0.166106950464868	-0.0668660401185389	10.4447938835557	8.88364023250367	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1716	1894	0.199254340676587	0.313270709835171	0.293349095354773	10.3037726006028	8.8989119057944	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1445	1652	0.400630236116502	0.608730479654893	1.86837130913582	11.2372114882943	9.2440652413778	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	2200	1087	0	0	0.731515960648929	1.38629436111989	1.38629436111989	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1619	1913	0.228224257643599	0.448132736949505	0.0736560234412799	9.90003158756274	8.72891172506098	FALSE	patient; spots nested
Wu_Zenodo_19123188	U001	Responder	1608	1819	0.2630303548945	0.616497908131985	-0.797469298386593	11.9588220913727	9.36563325638222	FALSE	patient; spots nested
