source	plot_unit	analysis	lineage	cell_n	state_n	PTPN22_variance	AF35_variance	C_total	C_between	C_within	identity_error	residual_Pearson	residual_Spearman	eligible	reason	between_abs_gt_within	sign_total	sign_between	sign_within	geometry	C_total_CD4	C_between_CD4	C_within_CD4
GSE235863	U006	PRIMARY	CD4	724	8	0.616578693084143	0.0279921660242183	0.0980585327502133	0.0105719881207652	0.0874865446294481	1.38777878078145e-17	0.0910056962738872	0.085745552377941	True	ELIGIBLE	False	1	1	1	CONCORDANT_POSITIVE	0.0980585327502133	0.0105719881207652	0.0874865446294481
GSE235863	U001	PRIMARY	CD4	910	9	0.674366001915541	0.0341824865782653	0.171045020916851	0.117793720190951	0.0532513007259003	6.93889390390723e-18	0.0617101887058604	0.0584881016292833	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	0.171045020916851	0.117793720190951	0.0532513007259003
GSE235863	U002	PRIMARY	CD4	729	9	0.54016066006218	0.0259578798017079	0.185709535928656	0.0509262017562324	0.134783334172423	0	0.143789055578812	0.148403435732947	True	ELIGIBLE	False	1	1	1	CONCORDANT_POSITIVE	0.185709535928656	0.0509262017562324	0.134783334172423
GSE235863	U003	PRIMARY	CD4	1163	9	0.632983523939391	0.0589781094893561	0.118842705540777	0.0234254814551395	0.0954172240856379	-1.38777878078145e-17	0.0984136287106833	0.109493063500897	True	ELIGIBLE	False	1	1	1	CONCORDANT_POSITIVE	0.118842705540777	0.0234254814551395	0.0954172240856379
GSE235863	U004	PRIMARY	CD4	863	8	1.06572712477555	0.0665514182463432	0.292986636134745	0.181861163115293	0.111125473019452	-1.38777878078145e-17	0.137494264894761	0.150143803212009	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	0.292986636134745	0.181861163115293	0.111125473019452
GSE235863	U005	PRIMARY	CD4	630	9	0.979483862506558	0.0516999607744156	0.0726771030262919	0.0645729928219512	0.00810411020434074	-5.20417042793042e-18	0.00878323198123807	-0.0246526430552684	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	0.0726771030262919	0.0645729928219512	0.00810411020434074
