compartment	component	draws	observed	bootstrap_median	ci_low	ci_high	interval	frozen_component_model_not_refit
P	M	10000	0.01568666622919069	0.014607635474675543	-0.0969367783454844	0.1293891415583809	PATIENT_GROUP_STRATIFIED_PERCENTILE_95	True
P	O	10000	0.07698374053115603	0.076983740531156	-0.004486994390285562	0.1604924992673567	PATIENT_GROUP_STRATIFIED_PERCENTILE_95	True
P	W	10000	-0.06103547973196044	-0.06103547973196044	-0.1162542450764155	-0.006188635097338088	PATIENT_GROUP_STRATIFIED_PERCENTILE_95	True
P	X	10000	-0.0002615945700049213	-0.0002615945700049204	-0.029527982161063705	0.030453939302051473	PATIENT_GROUP_STRATIFIED_PERCENTILE_95	True
P	O_minus_W	10000	0.13801922026311647	0.13694488196309546	0.09125170366836896	0.1867345577580622	PATIENT_GROUP_STRATIFIED_PERCENTILE_95	True
