plot_unit	resolved_cells	clone_count	O_CELL	O_CLONE	D_SIZE	O_CELL_clone_formula	O_CLONE_clone_formula	population_cov_n_A	mean_local_clone_size	covariance_over_mean	cell_formula_error	clone_formula_error	patient_identity_error	covariance_identity_error	clone_contribution_sum_error
U007	3184	2639	-0.09408595254550461	-0.13559418913153823	0.041508236586033614	-0.0940859525455047	-0.13559418913153823	0.050080418829075796	1.2065176203107237	0.041508236586033614	8.326672684688674e-17	0.0	0.0	0.0	6.938893903907228e-18
U001	2313	1722	-0.07300022813946949	-0.15332870788474254	0.08032847974527305	-0.07300022813946967	-0.1533287078847425	0.10789766181812804	1.343205574912892	0.08032847974527302	1.8041124150158794e-16	-2.7755575615628914e-17	0.0	2.7755575615628914e-17	5.551115123125783e-17
U002	2794	2537	-0.14841913999630685	-0.17588394823945327	0.027464808243146427	-0.1484191399963068	-0.17588394823945327	0.03024701388701268	1.1013007489160425	0.02746480824314645	-5.551115123125783e-17	0.0	0.0	-2.42861286636753e-17	-3.122502256758253e-17
U003	2694	1821	-0.064848132880433	-0.15284881746486334	0.08800068458443035	-0.0648481328804331	-0.15284881746486334	0.13018882167515397	1.4794069192751236	0.08800068458443036	1.1102230246251565e-16	0.0	0.0	-1.3877787807814457e-17	0.0
U004	843	828	-0.18246492947833617	-0.18665364926869069	0.0041887197903545115	-0.18246492947833629	-0.18665364926869063	0.004264602395252194	1.0181159420289856	0.004188719790354468	1.1102230246251565e-16	-5.551115123125783e-17	0.0	4.336808689942018e-17	6.591949208711867e-17
U005	721	326	0.043600465446493646	-0.1208189751853109	0.16441944063180455	0.043600465446493646	-0.1208189751853109	0.3636393150169665	2.2116564417177913	0.16441944063180455	0.0	0.0	-6.938893903907228e-18	0.0	-2.7755575615628914e-17
U006	1604	1538	-0.16444383832883058	-0.17500028116575822	0.010556442836927638	-0.16444383832883078	-0.1750002811657582	0.011009450136821787	1.0429128738621587	0.010556442836927624	1.942890293094024e-16	-2.7755575615628914e-17	0.0	1.3877787807814457e-17	8.673617379884035e-18
