plot_unit	PTPN22_expression	AF35_score	broad_immune_score	PTPN22_broad_immune_residual	AF35_broad_immune_residual
U001	3.9083925477116	0.304394718450577	0.566182787569345	0.585275258497039	-0.486929263214568
U002	3.78188954012018	0.154390047719193	0.575907951781017	0.142949847641957	-0.859223154458857
U003	2.64545889463819	0.480323221380985	-0.261792541266501	-1.25827650580484	1.6811886657495
U004	3.73892582486584	0.62394635929433	0.187755152393971	1.0812631376217	1.0646624458164
U005	3.51239507934697	-0.124293381725926	0.329399395860572	-0.0562651725638955	-0.989865203120908
U006	4.23705218151313	1.82579141763514	1.42435892988331	-0.722174722316766	1.26013827891592
U007	4.22558535851588	1.58197186331372	1.28818269070883	-0.381146448867509	0.97727867777946
U008	3.33169431501968	0.338632929763807	0.127563936977223	-0.0882140438589063	0.523402771873977
U009	2.88664847255484	-0.65110407841413	-0.407026542222811	-0.0626441965476383	-0.663380064378684
U010	1.91464668670553	-1.99144823233821	-1.14287783703225	-1.20730255712187	-2.24536853896176
U011	4.49733884250137	1.85187424426195	1.53109557179013	-0.164516885849963	1.09495875993821
U012	3.18608072736014	-0.127233655850882	0.0767912032595499	-0.425046160510703	-0.461118634823457
U013	2.43068074403439	-1.31365192903409	-0.775285014034975	-0.53545544743291	-1.43579426398744
U014	3.21767186957946	0.0392194150106304	0.294183815060827	-0.925852634341175	-0.53185191635934
U015	3.96310043631534	0.695860809946687	1.06906411931236	-0.633515220599036	-0.635500867263582
U016	3.33252116729706	-0.155026820207829	0.357019945954821	-0.723558306363406	-1.12048458940805
U017	2.92474586940322	-0.77814317365092	-0.437763512396416	0.147893051471129	-0.896035845606311
U018	3.33309114469737	-0.221556041894786	-0.38195162548983	1.33320428144637	0.290486414258942
U019	2.55113172177146	-1.00987281936292	-0.704593123065213	-0.336616872074324	-0.873509505850277
U020	3.13033068348639	-0.255851397882203	-0.181104465507953	0.109080498524443	-0.215799686706438
U021	3.785749881637	0.983035094463109	1.14844152656261	-1.43644733378592	-0.130561700442831
U022	3.75466182508531	1.06912468668763	0.721249605829285	-0.350590966382238	0.977101090578812
U023	2.95616634544911	-0.358573665407305	-0.00329573200536493	-0.957104364202544	-0.833654918202604
U024	1.70911471196093	-1.84373521269362	-2.07737712632286	0.716584295166113	0.0824781119880301
U025	4.16930008305756	0.489596589188517	0.272833284865763	2.25750882317167	0.569288817227109
U026	4.44153216876996	1.4516197280489	1.33233380667325	0.204987564859615	0.578060302651932
U027	3.38742414357256	-0.113582598422966	0.269415226095787	-0.299717241367765	-0.837562090294176
U028	2.73706872663658	-0.721848458643257	-1.5097125811008	2.51260626474993	1.50894251990989
U029	1.51124101936727	-1.28258151841574	-1.94165927794274	-0.310389270620076	1.11027069987079
U030	4.4423474705613	0.833047448194778	0.692307662147497	1.98741350254244	0.485009069691405
U031	3.36676759093497	0.458050411827966	0.449689632537403	-0.868825415520058	0.120318922764397
U032	3.39596477966865	-0.251346844032612	-0.0559561650829363	0.633094689791246	-0.470608264572528
U033	4.17129253623418	0.362662526254164	0.70469504947096	1.06315219287291	-0.644032226503553
U034	2.08355644530766	-0.702228153028235	-1.58768756331395	0.584094315189312	1.72028158204356
U035	4.00872433645485	0.40677965515055	0.460317158110185	1.20902829210206	-0.0224156971551764
U036	0.839454833191132	-1.27576800673069	-2.16754458011247	-1.88758964871613	1.60521992369646
U037	1.8567870832789	-1.90942429068929	-1.34969374593487	-0.822140914012676	-1.61453075817727
U038	4.15286639077948	1.13694911183297	1.10653297998723	-0.114745686787587	0.319140134733014
