paper_id	signature_name	derivation_type	af35_gene_n	published_gene_n	overlap_gene_n	overlap_genes	jaccard_index	ERP117672_AF35_signature_spearman	GSE302495_AF35_signature_spearman	ERP117672_signature_broad_immune_spearman	GSE302495_signature_broad_immune_spearman	ERP117672_signature_frozen_IFNg_spearman	GSE302495_signature_frozen_IFNg_spearman	near_duplicate_gene_rule	near_duplicate_score_rule	near_duplicate_predefined_flag	outcome_joined
S007	S007_ISG_20	mixed-or-unclear	35	20	7	STAT1;IRF1;IFIT1;IFIT2;IFIT3;ISG15;MX1	0.14583333333333334	0.5669793621013133	0.5417441733231206	0.41050656660412754	0.5281759492285807	0.8590994371482175	0.8479045847466898	FALSE	FALSE	FALSE	FALSE
