gene_rank	gene	dataset	contrast	condition	frozen_author_log_fc	direction	author_zscore	author_adjusted_p	donor_n	inference_unit	source_url	source_etag	source_type	new_endpoint_fitted
1	CD3D	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	0.0711997788309305	POSITIVE	1.2104392590179078	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
2	CD3E	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	0.0771105415136435	POSITIVE	1.477438025099834	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
3	CD3G	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	0.0707488371906027	POSITIVE	1.023138292904524	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
4	CD247	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	0.041459626019104	POSITIVE	0.383335040019307	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
5	LCK	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	-0.1035014614246116	NEGATIVE	-1.3727895039717406	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
6	FYN	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	0.0003003978233417	POSITIVE	0.0032951361067693617	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
7	ZAP70	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	-0.173363124332558	NEGATIVE	-2.111098221858695	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
8	LAT	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	0.088887640477073	POSITIVE	1.0196406813822334	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
9	LCP2	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	0.100776371255999	POSITIVE	1.3007169883290386	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
10	TRAT1	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	0.0907815785899966	POSITIVE	0.7586108224433525	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
11	NFKB1	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	-0.0698710336394935	NEGATIVE	-1.0352641314360942	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
12	REL	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	-0.0577242932834232	NEGATIVE	-0.40052744364232623	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
13	RELA	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	-0.1397570478296437	NEGATIVE	-1.863826644547672	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
14	NFKBIA	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	-0.0617160976197332	NEGATIVE	-0.6708457300876205	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
15	TNFAIP3	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	0.0287179864667331	POSITIVE	0.25785250212822225	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
16	STAT1	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	-0.0962360857416558	NEGATIVE	-0.8786690162231171	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
17	IRF1	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	-0.1598653446812211	NEGATIVE	-1.230741353308473	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
18	IFIT1	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	0.3526388727977316	POSITIVE	0.418412083194571	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
19	IFIT2	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	-2.2776752335345187	NEGATIVE	-1.4583866388814304	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
20	IFIT3	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	-0.635612826274918	NEGATIVE	-0.9464647493953262	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
21	ISG15	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	-0.0924795170019696	NEGATIVE	-0.5204546291658463	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
22	MX1	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	0.0077690603271504	POSITIVE	0.035190129363010345	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
23	OAS1	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	-0.0707412144253392	NEGATIVE	-0.3445146469215079	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
24	CXCL9	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	0.5395893971258471	POSITIVE	0.38226360014444555	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
25	CXCL10	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	1.900227278290232	POSITIVE	2.5634944533948434	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
26	IFNG	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	0.1937496060937495	POSITIVE	0.4717756103109333	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
27	TNF	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	0.0956043863025873	POSITIVE	0.46506768130301823	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
28	CCL5	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	0.4848239652833012	POSITIVE	1.5471561855890432	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
29	NKG7	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	0.2509325655034272	POSITIVE	1.1938977557068824	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
30	PRF1	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	0.2586169679312327	POSITIVE	1.2358714639608337	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
31	GZMB	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	0.2449558858917684	POSITIVE	1.1628489175906107	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
32	PDCD1	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	-0.0172440711497906	NEGATIVE	-0.07280136415958144	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
33	LAG3	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	0.0285519783940356	POSITIVE	0.10498335644587764	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
34	TIGIT	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	0.37090236126258	POSITIVE	0.5230982213809487	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
35	TOX	GSE314342	PTPN22_CRISPRI_VS_NTC_STIM8HR	Stim8hr	-0.1511087645136555	NEGATIVE	-0.19157975940290592	0.9998021769280688	4	AUTHOR_DONOR_AWARE_POOLED_DE_MODEL	httpGWCD4i.DE_stats.h5ad	c9ff52fcc6d6ce8a387a76dc757a5b97-2002	EXISTING_LOCAL_FROZEN_AUTHOR_DE_CACHE	False
