cohort	plot_unit	response	x	y	raw_target_score	broad_immune_score	conditional_score	log_total_counts	log_detected_genes	inference_unit
GSE238264	U012	Responder	1062	955	0.208203985875837	0.849734580750643	1.21624783288419	8.47303229563047	7.64012317269536	patient; spots nested
GSE238264	U012	Responder	544	756	0.0486464023418157	0.518681508843613	-0.69264933571657	7.70930833338587	7.01211529430638	patient; spots nested
GSE238264	U012	Responder	1176	933	0.0954489635627024	0.489211319822454	0.111043526020942	7.74889133725553	7.11963563801764	patient; spots nested
GSE238264	U012	Responder	569	1020	0.221449194521606	0.677180157419049	1.19100971215215	9.72166587078383	8.35279013512463	patient; spots nested
GSE238264	U012	Responder	1214	955	0.143427003598025	0.85397973686521	0.219651943754014	7.98582466641892	7.04577657687951	patient; spots nested
GSE238264	U012	Responder	1580	1462	0	0	0.202043658856294	3.61091791264422	3.55534806148941	patient; spots nested
GSE238264	U012	Responder	695	1460	0.0441140127282338	0.689773125086331	-1.02104017711017	7.90691548867859	7.20563517641036	patient; spots nested
GSE238264	U012	Responder	1341	735	0.111633811292482	0.529111100403362	0.117242375028012	8.22550309756692	7.33823815006559	patient; spots nested
GSE238264	U012	Responder	1125	1461	0	0.209999869230659	-0.857142960799684	7.0057890192535	6.50128967054039	patient; spots nested
GSE238264	U012	Responder	1074	1329	0.187418881492797	0.652204334519999	0.997187876502884	8.77059432989114	7.73193072194849	patient; spots nested
GSE238264	U012	Responder	1555	1242	0	0	0.214784404541799	3.61091791264422	3.58351893845611	patient; spots nested
GSE238264	U012	Responder	492	1592	0.0371168307897445	0.785453949170464	-1.37651863234412	8.23004431012611	7.38398945797851	patient; spots nested
GSE238264	U012	Responder	1782	1506	0	0	0.382847438412119	2.70805020110221	2.70805020110221	patient; spots nested
GSE238264	U012	Responder	1124	1637	0	0.637227760427248	-1.15847685184165	6.08677472691231	5.78382518232974	patient; spots nested
GSE238264	U012	Responder	644	1416	0.0417930743105282	0.559440888269085	-0.937862943646469	8.01135510916129	7.24351297466548	patient; spots nested
GSE238264	U012	Responder	1062	1263	0.138494055638351	0.81592948344866	0.142220899182209	8.35208267135264	7.44483327389219	patient; spots nested
GSE238264	U012	Responder	1126	933	0.132565953693921	0.753909560422258	0.272534347610311	7.9035962896143	7.14440718032114	patient; spots nested
GSE238264	U012	Responder	810	778	0	0.4273090733258	-1.09357481319077	6.96129604591017	6.5366915975913	patient; spots nested
GSE238264	U012	Responder	1581	1022	0.151165412724587	0.66176318514206	1.03660090174659	6.63987583382654	6.17378610390194	patient; spots nested
GSE238264	U012	Responder	1303	757	0.187745033242667	0.84867294390692	0.920390995250922	8.20930841164694	7.3356339819272	patient; spots nested
GSE238264	U012	Responder	1694	1088	0	0	0.166122847772657	3.91202300542815	3.89182029811063	patient; spots nested
GSE238264	U012	Responder	684	690	0.191515077831195	1.07568152368556	0.819168042605024	7.92334821193015	7.23201033166476	patient; spots nested
GSE238264	U012	Responder	784	822	0.04409746715984	0.825238967265161	-1.18387379085476	7.90765159471109	7.23345541862144	patient; spots nested
GSE238264	U012	Responder	467	1548	0.174144184988626	0.426246039146293	1.54922241428467	7.31986492980897	6.7696419768525	patient; spots nested
GSE238264	U012	Responder	1366	735	0.164755102400976	0.701440665104577	0.701488462871958	8.39976009452414	7.50052948539529	patient; spots nested
GSE238264	U012	Responder	530	1482	0	0.632542695500535	-1.47261110863623	7.23128700432762	6.65672652417839	patient; spots nested
GSE238264	U012	Responder	214	1459	0.0452047323458707	0.604454063397141	-0.918101083721605	7.85864065562079	7.08506429395255	patient; spots nested
GSE238264	U012	Responder	1227	713	0.209408416241329	0.834345706827776	1.11442762215002	8.77647578934632	7.74802852443238	patient; spots nested
GSE238264	U012	Responder	1366	1131	0.047397036054227	0.40946005331455	-0.604747827290088	7.76302130901852	7.01301578963963	patient; spots nested
GSE238264	U012	Responder	595	888	0.0862933644081936	0.85135388471776	-0.599468125320906	7.95014988765202	7.1800698743028	patient; spots nested
GSE238264	U012	Responder	1479	1153	0.0665433353789297	0.635186383162511	-0.351414530353522	6.98471632011827	6.4707995037826	patient; spots nested
GSE238264	U012	Responder	240	1019	0.173471497035907	0.551941128903936	1.1711007164691	7.9402277651457	7.17242457712485	patient; spots nested
GSE238264	U012	Responder	518	1064	0.187039148617641	0.622852775636613	0.726385554284114	9.67777821239919	8.31581113188354	patient; spots nested
GSE238264	U012	Responder	809	1526	0.0584386493112701	0.736836581199806	-1.12378559571646	8.63355299253243	7.614312146452	patient; spots nested
GSE238264	U012	Responder	329	777	0.0692097351294474	0.790873096069266	-0.686229372128048	7.57455848420248	6.89568269774787	patient; spots nested
GSE238264	U012	Responder	1517	1132	0	0.79504722109576	-1.47310584339894	6.35262939631957	5.90536184805457	patient; spots nested
GSE238264	U012	Responder	543	1240	0.172515134143754	0.809687405757506	0.488361760609376	9.00724451596575	7.90507284949867	patient; spots nested
GSE238264	U012	Responder	1214	1307	0.201195566255361	0.72235103038388	1.32177232953664	8.08271113423758	7.21670948670946	patient; spots nested
GSE238264	U012	Responder	632	1174	0.1537781578343	0.558375762916748	0.656428552805866	8.55082137239622	7.58629630715272	patient; spots nested
GSE238264	U012	Responder	1542	1616	0	0	-0.0213841564923085	4.58496747867057	4.40671924726425	patient; spots nested
