source	plot_unit	analysis	lineage	cell_n	state_n	PTPN22_variance	AF35_variance	C_total	C_between	C_within	identity_error	residual_Pearson	residual_Spearman	eligible	reason	between_abs_gt_within	sign_total	sign_between	sign_within	geometry	removed_state	removed_cell_n
GSE235863	U005	LOSO_CD8_C04_GIMAP4	ALL	1459	18	1.18560133978809	0.0811354143698942	0.17645036542906	0.199535040785822	-0.0230846753567618	-1.38777878078145e-17	-0.0314729810086914	-0.0392797494272494	True	ELIGIBLE	True	1	1	-1	OPPOSING_COMPONENTS	CD8_C04_GIMAP4	0
GSE235863	U006	LOSO_CD8_C05_CCR7	ALL	1032	16	0.687892015007721	0.0335562839666595	0.145815214142113	0.0869886196921841	0.058826594449929	3.46944695195361e-17	0.0674289121363768	0.0515614789857821	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	CD8_C05_CCR7	0
GSE235863	U001	LOSO_CD8_C05_CCR7	ALL	2212	19	0.767747083415239	0.0474614750233285	0.246993587061681	0.169231153513802	0.0777624335478784	0	0.100492983705032	0.10733989311521	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	CD8_C05_CCR7	31
GSE235863	U002	LOSO_CD8_C05_CCR7	ALL	1348	19	0.687288167546866	0.0392097845901086	0.247374020336723	0.18172285920306	0.065651161133663	-5.55111512312578e-17	0.0847134397805891	0.0894969121552348	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	CD8_C05_CCR7	27
GSE235863	U003	LOSO_CD8_C05_CCR7	ALL	1790	17	0.715898229884043	0.070422754360108	0.0980856217526472	0.0479112579206213	0.0501743638320259	1.38777878078145e-17	0.0558471693112154	0.059279693237819	True	ELIGIBLE	False	1	1	1	CONCORDANT_POSITIVE	CD8_C05_CCR7	0
GSE235863	U004	LOSO_CD8_C05_CCR7	ALL	1185	16	1.04456299446165	0.0628746586699393	0.283988854207561	0.16933711091614	0.114651743291421	0	0.140479788221621	0.150913492802945	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	CD8_C05_CCR7	4
GSE235863	U005	LOSO_CD8_C05_CCR7	ALL	1455	17	1.1865111145747	0.0812446342559961	0.17559035835203	0.198904951762567	-0.0233145934105369	1.38777878078145e-17	-0.0317629853540013	-0.0395587685758876	True	ELIGIBLE	True	1	1	-1	OPPOSING_COMPONENTS	CD8_C05_CCR7	4
GSE235863	U006	LOSO_CD8_C06_IKZF2	ALL	1032	16	0.687892015007721	0.0335562839666595	0.145815214142113	0.0869886196921841	0.058826594449929	3.46944695195361e-17	0.0674289121363768	0.0515614789857821	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	CD8_C06_IKZF2	0
GSE235863	U001	LOSO_CD8_C06_IKZF2	ALL	2242	19	0.768459465819631	0.0473266634568949	0.245296189282541	0.167170911026727	0.078125278255814	6.93889390390723e-17	0.100757207296201	0.106719658503982	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	CD8_C06_IKZF2	1
GSE235863	U002	LOSO_CD8_C06_IKZF2	ALL	1374	19	0.68847628158684	0.0388417735391688	0.25155432135803	0.179486094419991	0.0720682269380388	4.16333634234434e-17	0.0926233167055192	0.0984007324952428	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	CD8_C06_IKZF2	1
GSE235863	U003	LOSO_CD8_C06_IKZF2	ALL	1790	17	0.715898229884043	0.070422754360108	0.0980856217526472	0.0479112579206213	0.0501743638320259	1.38777878078145e-17	0.0558471693112154	0.059279693237819	True	ELIGIBLE	False	1	1	1	CONCORDANT_POSITIVE	CD8_C06_IKZF2	0
GSE235863	U004	LOSO_CD8_C06_IKZF2	ALL	1189	17	1.0424973128862	0.0627205179636984	0.284065993444119	0.169075384028297	0.114990609415822	0	0.140884068110793	0.151524289668881	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	CD8_C06_IKZF2	0
GSE235863	U005	LOSO_CD8_C06_IKZF2	ALL	1459	18	1.18560133978809	0.0811354143698942	0.17645036542906	0.199535040785822	-0.0230846753567618	-1.38777878078145e-17	-0.0314729810086914	-0.0392797494272494	True	ELIGIBLE	True	1	1	-1	OPPOSING_COMPONENTS	CD8_C06_IKZF2	0
GSE235863	U006	LOSO_CD8_C07_KIR2DL4	ALL	1024	15	0.68779809595178	0.0335644772323048	0.149516465305029	0.0911753767210043	0.0583410885840247	-1.38777878078145e-17	0.0666368405825813	0.0508672121267311	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	CD8_C07_KIR2DL4	8
GSE235863	U001	LOSO_CD8_C07_KIR2DL4	ALL	2191	19	0.769026947192074	0.0476582949978022	0.246981861226697	0.168808982745341	0.0781728784813562	-2.77555756156289e-17	0.101025858449899	0.107608850471164	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	CD8_C07_KIR2DL4	52
GSE235863	U002	LOSO_CD8_C07_KIR2DL4	ALL	1356	19	0.681235143902142	0.0388089747309392	0.246904377640938	0.175569764062283	0.0713346135786553	5.55111512312578e-17	0.0914159182316552	0.0962163018291931	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	CD8_C07_KIR2DL4	19
GSE235863	U003	LOSO_CD8_C07_KIR2DL4	ALL	1784	16	0.716527338026079	0.0703600689233122	0.097373707796727	0.0477360103803519	0.0496376974163751	-1.38777878078145e-17	0.0552427826414684	0.0585510100473091	True	ELIGIBLE	False	1	1	1	CONCORDANT_POSITIVE	CD8_C07_KIR2DL4	6
GSE235863	U004	LOSO_CD8_C07_KIR2DL4	ALL	1174	16	1.04628772596452	0.0628693913047954	0.289596397708713	0.171471376059337	0.118125021649376	-1.38777878078145e-17	0.144911642038732	0.157030847329546	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	CD8_C07_KIR2DL4	15
GSE235863	U005	LOSO_CD8_C07_KIR2DL4	ALL	1432	17	1.18115208272401	0.0815694954699745	0.181605256016866	0.205372689438756	-0.0237674334218895	-1.73472347597681e-17	-0.0324667517540595	-0.0429217792487956	True	ELIGIBLE	True	1	1	-1	OPPOSING_COMPONENTS	CD8_C07_KIR2DL4	27
GSE235863	U006	LOSO_CD8_C08_GZMK	ALL	844	15	0.625145340775058	0.0289658996465282	0.0915246961214416	0.0200542294839314	0.0714704666375102	0	0.0765945970271722	0.0569565296275097	True	ELIGIBLE	False	1	1	1	CONCORDANT_POSITIVE	CD8_C08_GZMK	188
GSE235863	U001	LOSO_CD8_C08_GZMK	ALL	1641	19	0.748235251782632	0.0504542867484002	0.249878142173614	0.201324295860093	0.0485538463135218	1.38777878078145e-17	0.0668209338030742	0.0719204753048142	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	CD8_C08_GZMK	602
GSE235863	U002	LOSO_CD8_C08_GZMK	ALL	966	19	0.638478665290269	0.0361843120459369	0.28041893555262	0.190785784863163	0.0896331506894572	2.77555756156289e-17	0.11746765560202	0.130870790821137	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	CD8_C08_GZMK	409
GSE235863	U003	LOSO_CD8_C08_GZMK	ALL	1668	16	0.714754963780173	0.0712172034023593	0.113938204826892	0.0521614112465614	0.0617767935803301	6.93889390390723e-18	0.0691697582660283	0.0679085152985377	True	ELIGIBLE	False	1	1	1	CONCORDANT_POSITIVE	CD8_C08_GZMK	122
GSE235863	U004	LOSO_CD8_C08_GZMK	ALL	1081	16	1.04460061467768	0.0652362367667245	0.299472131853432	0.180357892517003	0.11911423933643	5.55111512312578e-17	0.148090369103973	0.161487253078913	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	CD8_C08_GZMK	108
GSE235863	U005	LOSO_CD8_C08_GZMK	ALL	1294	17	1.2092290444659	0.0852694222965225	0.178023908143525	0.21238713793048	-0.034363229786955	-2.77555756156289e-17	-0.0479469938970754	-0.0611930028143554	True	ELIGIBLE	True	1	1	-1	OPPOSING_COMPONENTS	CD8_C08_GZMK	165
GSE235863	U006	LOSO_CD8_C09_LAYN	ALL	1021	15	0.685678200380897	0.0332876223251436	0.145967730789322	0.085938146562397	0.0600295842269246	-2.08166817117217e-17	0.0687183289223313	0.0529341228304608	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	CD8_C09_LAYN	11
GSE235863	U001	LOSO_CD8_C09_LAYN	ALL	1912	19	0.751051851918203	0.0416493442649523	0.237163661361008	0.148791069886639	0.088372591474369	4.16333634234434e-17	0.108915105644772	0.116335109057733	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	CD8_C09_LAYN	331
GSE235863	U002	LOSO_CD8_C09_LAYN	ALL	1294	19	0.670165369932924	0.0361161499578826	0.225588826801645	0.143136500918875	0.0824523258827702	-2.77555756156289e-17	0.101588701253093	0.10697435851167	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	CD8_C09_LAYN	81
GSE235863	U003	LOSO_CD8_C09_LAYN	ALL	1531	16	0.671088828703803	0.0592304319728922	0.088983116492092	0.0234211275185849	0.0655619889735071	0	0.0686901616451051	0.0754809662498948	True	ELIGIBLE	False	1	1	1	CONCORDANT_POSITIVE	CD8_C09_LAYN	259
GSE235863	U004	LOSO_CD8_C09_LAYN	ALL	1149	16	1.02652941439307	0.0610059749060143	0.267488330278574	0.152797705844563	0.114690624434012	1.38777878078145e-17	0.137580725332099	0.148089556315964	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	CD8_C09_LAYN	40
GSE235863	U005	LOSO_CD8_C09_LAYN	ALL	891	17	0.998035147432078	0.061658813277341	0.120063693408739	0.0999286242964997	0.0201350691122392	-1.38777878078145e-17	0.0244601470398939	0.00760866433342606	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	CD8_C09_LAYN	568
GSE235863	U006	LOSO_CD8_C10_SLC4A10	ALL	942	15	0.692498623955927	0.034328609167223	0.163687832812826	0.0944018256456283	0.0692860071671973	1.38777878078145e-17	0.080113685858147	0.0710441972555173	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	CD8_C10_SLC4A10	90
GSE235863	U001	LOSO_CD8_C10_SLC4A10	ALL	2029	19	0.77862970941269	0.048949389298986	0.253210938709288	0.178961937673202	0.0742490010360855	-1.38777878078145e-17	0.0976191206263072	0.100962439201777	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	CD8_C10_SLC4A10	214
GSE235863	U002	LOSO_CD8_C10_SLC4A10	ALL	1300	19	0.684739497634742	0.0391866490328197	0.263376237754962	0.184437636413031	0.078938601341931	0	0.10248329258961	0.107260711972452	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	CD8_C10_SLC4A10	75
GSE235863	U003	LOSO_CD8_C10_SLC4A10	ALL	1689	16	0.702519069510382	0.0713498556914499	0.0936126665642509	0.0520599446406332	0.0415527219236178	-2.08166817117217e-17	0.0463816228979207	0.0551381403494507	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	CD8_C10_SLC4A10	101
GSE235863	U004	LOSO_CD8_C10_SLC4A10	ALL	1048	16	1.06367954692753	0.0648642661401867	0.291911933399742	0.182044928729731	0.109867004670011	4.16333634234434e-17	0.136919062517368	0.145890960155355	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	CD8_C10_SLC4A10	141
GSE235863	U005	LOSO_CD8_C10_SLC4A10	ALL	1457	17	1.1849039893405	0.08121405290679	0.176520146127593	0.199632113120202	-0.0231119669926086	1.38777878078145e-17	-0.031482913678805	-0.0392970091021189	True	ELIGIBLE	True	1	1	-1	OPPOSING_COMPONENTS	CD8_C10_SLC4A10	2
GSE235863	U006	LOSO_CD8_C11_MKI67	ALL	1028	15	0.687915310725939	0.0335814559160151	0.144059358074875	0.0858117037369719	0.0582476543379034	-2.08166817117217e-17	0.0666721134822792	0.0509340984805574	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	CD8_C11_MKI67	4
GSE235863	U001	LOSO_CD8_C11_MKI67	ALL	2234	19	0.769418045472899	0.047184849449388	0.243412302539216	0.1650919122937	0.0783203902455161	-4.16333634234434e-17	0.100806138375308	0.106727322745437	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	CD8_C11_MKI67	9
GSE235863	U002	LOSO_CD8_C11_MKI67	ALL	1371	19	0.689614087568421	0.0388437499583991	0.24974425097943	0.177360288574583	0.0723839624048467	-1.38777878078145e-17	0.0929340677774292	0.0986751061629587	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	CD8_C11_MKI67	4
GSE235863	U003	LOSO_CD8_C11_MKI67	ALL	1779	16	0.715556518472556	0.0701191891902328	0.101225583750584	0.0470939006470467	0.0541316831035369	-3.46944695195361e-17	0.0601301253182151	0.0654863394919317	True	ELIGIBLE	False	1	1	1	CONCORDANT_POSITIVE	CD8_C11_MKI67	11
GSE235863	U004	LOSO_CD8_C11_MKI67	ALL	1176	16	1.0456568966225	0.062567694073368	0.27965286228229	0.169676804589278	0.109976057693012	0	0.134566755333711	0.144952739251424	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	CD8_C11_MKI67	13
GSE235863	U005	LOSO_CD8_C11_MKI67	ALL	1405	17	1.20646730036339	0.0798113203114016	0.177323383859418	0.202499985288899	-0.0251766014294807	4.5102810375397e-17	-0.0338829108032479	-0.0422376931970877	True	ELIGIBLE	True	1	1	-1	OPPOSING_COMPONENTS	CD8_C11_MKI67	54
GSE235863	U006	LOSO_REMOVE_ALL_CD4	ALL	308	8	0.759314150451671	0.0342245205335381	0.0582638943281011	0.0400915817496717	0.0181723125784295	-3.46944695195361e-17	0.0198949708426588	0.01023335996761	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	REMOVE_ALL_CD4	724
GSE235863	U001	LOSO_REMOVE_ALL_CD4	ALL	1333	11	0.767689926157466	0.0416718500340087	0.168282793819836	0.0590388502314853	0.10924394358835	2.77555756156289e-17	0.12275629515815	0.127209525776716	True	ELIGIBLE	False	1	1	1	CONCORDANT_POSITIVE	REMOVE_ALL_CD4	910
GSE235863	U002	LOSO_REMOVE_ALL_CD4	ALL	646	11	0.747599281386986	0.0357942358201525	0.114691013199269	0.0715581864677131	0.0431328267315558	6.93889390390723e-18	0.0485468432738447	0.0445969797012728	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	REMOVE_ALL_CD4	729
GSE235863	U003	LOSO_REMOVE_ALL_CD4	ALL	627	8	0.852682939593493	0.0735842335564399	0.010984908190274	0.0191048168852326	-0.00811990869495856	8.67361737988404e-18	-0.0089347838890144	-0.00436655942381163	True	ELIGIBLE	True	1	1	-1	TOTAL_NEAR_ZERO	REMOVE_ALL_CD4	1163
GSE235863	U004	LOSO_REMOVE_ALL_CD4	ALL	326	9	0.977464382333023	0.0525262822385367	0.259505797220609	0.131968723569962	0.127537073650648	0	0.151798115920801	0.152221401513355	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	REMOVE_ALL_CD4	863
GSE235863	U005	LOSO_REMOVE_ALL_CD4	ALL	829	9	1.18396745523577	0.0659516452762532	0.024305584616863	0.0743590055831902	-0.0500534209663273	2.08166817117217e-17	-0.0576983218568939	-0.0552749995787903	True	ELIGIBLE	True	1	1	-1	OPPOSING_COMPONENTS	REMOVE_ALL_CD4	630
GSE235863	U006	LOSO_REMOVE_ALL_CD8	ALL	724	8	0.616578693084143	0.0279921660242183	0.0980585327502133	0.0105719881207652	0.0874865446294481	1.38777878078145e-17	0.0910056962738872	0.085745552377941	True	ELIGIBLE	False	1	1	1	CONCORDANT_POSITIVE	REMOVE_ALL_CD8	308
GSE235863	U001	LOSO_REMOVE_ALL_CD8	ALL	910	9	0.674366001915541	0.0341824865782653	0.171045020916851	0.117793720190951	0.0532513007259003	6.93889390390723e-18	0.0617101887058604	0.0584881016292833	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	REMOVE_ALL_CD8	1333
GSE235863	U002	LOSO_REMOVE_ALL_CD8	ALL	729	9	0.54016066006218	0.0259578798017079	0.185709535928656	0.0509262017562324	0.134783334172423	0	0.143789055578812	0.148403435732947	True	ELIGIBLE	False	1	1	1	CONCORDANT_POSITIVE	REMOVE_ALL_CD8	646
GSE235863	U003	LOSO_REMOVE_ALL_CD8	ALL	1163	9	0.632983523939391	0.0589781094893561	0.118842705540777	0.0234254814551395	0.0954172240856379	-1.38777878078145e-17	0.0984136287106833	0.109493063500897	True	ELIGIBLE	False	1	1	1	CONCORDANT_POSITIVE	REMOVE_ALL_CD8	627
GSE235863	U004	LOSO_REMOVE_ALL_CD8	ALL	863	8	1.06572712477555	0.0665514182463432	0.292986636134745	0.181861163115293	0.111125473019452	-1.38777878078145e-17	0.137494264894761	0.150143803212009	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	REMOVE_ALL_CD8	326
GSE235863	U005	LOSO_REMOVE_ALL_CD8	ALL	630	9	0.979483862506558	0.0516999607744156	0.0726771030262919	0.0645729928219512	0.00810411020434074	-5.20417042793042e-18	0.00878323198123807	-0.0246526430552684	True	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	REMOVE_ALL_CD8	829
