source	plot_unit	analysis	cell_n	state_n	PTPN22_variance	AF35_variance	C_total	C_between	C_within	identity_error	residual_Pearson	residual_Spearman	eligibility	between_abs_gt_within	sign_total	sign_between	sign_within	geometry	between_share	within_share
GSE235863	U001	PRIMARY	2243	20	0.768541052953636	0.0473058820978874	0.245166713851124	0.167063261716034	0.0781034521350896	1.38777878078145e-17	0.100757207296201	0.106714263512059	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	0.681427177008549	0.318572822991451
GSE235863	U002	PRIMARY	1375	20	0.688429485293537	0.038851519127206	0.250545393729185	0.178536165600068	0.0720092281291177	-4.16333634234434e-17	0.0926233167055192	0.0984024971263659	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	0.71259009372588	0.28740990627412
GSE235863	U003	PRIMARY	1790	17	0.715898229884043	0.070422754360108	0.0980856217526472	0.0479112579206213	0.0501743638320259	-6.93889390390723e-18	0.0558471693112155	0.059279693237819	ELIGIBLE	False	1	1	1	CONCORDANT_POSITIVE	0.488463620503361	0.511536379496639
GSE235863	U004	PRIMARY	1189	17	1.0424973128862	0.0627205179636984	0.284065993444119	0.169075384028297	0.114990609415822	4.16333634234434e-17	0.140884068110793	0.151524289668881	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	0.5951975524362	0.4048024475638
GSE235863	U005	PRIMARY	1459	18	1.18560133978809	0.0811354143698942	0.17645036542906	0.199535040785822	-0.0230846753567618	-1.73472347597681e-17	-0.0314729810086914	-0.0392797494272494	ELIGIBLE	True	1	1	-1	OPPOSING_COMPONENTS	NA	NA
GSE235863	U006	PRIMARY	1032	16	0.687892015007721	0.0335562839666596	0.145815214142113	0.0869886196921841	0.0588265944499289	2.08166817117217e-17	0.0674289121363767	0.0515614789857821	ELIGIBLE	True	1	1	1	CONCORDANT_POSITIVE	0.596567513232221	0.403432486767779
