major_cluster	sub_cluster	state_order	af35_primary	UMAP_1	UMAP_2
CD8	CD8_C01_LEF1	10	-0.0037062049790703	-1.4182758	4.0078545
CD4	CD4_C02_IL7R	2	-0.206524059397483	2.1909764	-1.728507
CD4	CD4_C02_IL7R	2	-0.234692804766185	1.8956307	-1.4691771
CD4	CD4_C02_IL7R	2	-0.0444896508533486	0.6398417	-2.404607
CD8	CD8_C03_CX3CR1	12	1.26550497043191	7.6204376	1.2895172
CD4	CD4_C02_IL7R	2	0.0812816269962421	2.1378245	-0.8146268
CD4	CD4_C01_CCR7	1	-0.269912403920483	0.033834215	-3.3030279
CD4	CD4_C01_CCR7	1	-0.124205654699331	0.30084246	-1.3214539
CD8	CD8_C03_CX3CR1	12	0.556385381735186	7.484772	1.4206376
CD4	CD4_C01_CCR7	1	-0.0139428425952353	0.56232804	-2.7591512
CD4	CD4_C01_CCR7	1	-0.0947040216952007	0.51943666	-2.0307856
CD4	CD4_C03_CD44	3	-0.112491532797413	1.5625088	-0.50535065
CD4	CD4_C04_GZMK	4	0.248837949983558	4.7355585	0.9505282
CD4	CD4_C04_GZMK	4	-0.123321333073204	1.1565586	-0.90465105
CD4	CD4_C04_GZMK	4	-0.080800650795215	4.1513667	0.88893855
CD4	CD4_C04_GZMK	4	-0.112524784692172	2.8956952	0.06927534
CD8	CD8_C01_LEF1	10	0.110731753036754	-1.1552639	5.016815
CD4	CD4_C04_GZMK	4	-0.0401235443660648	2.9254227	-1.317031
CD4	CD4_C02_IL7R	2	-0.300911192875063	0.31701386	-3.1721294
CD8	CD8_C06_IKZF2	15	-0.0516243902925631	7.976715	0.41358984
CD8	CD8_C10_SLC4A10	19	0.264046690619517	3.6781397	10.303898
CD8	CD8_C01_LEF1	10	-0.172745394484492	-0.6588333	5.2858343
CD4	CD4_C02_IL7R	2	-0.253967433454177	0.7992214	-1.8964871
CD4	CD4_C01_CCR7	1	0.030269233093286	-1.323051	-3.4987366
CD4	CD4_C01_CCR7	1	0.0749620148183048	-0.094258405	-1.0028541
CD4	CD4_C02_IL7R	2	-0.13822207107042	0.36177844	-2.784871
CD4	CD4_C08_FOXP3	8	-0.12443603088579	-2.5076096	2.6937099
CD8	CD8_C01_LEF1	10	0.0291976480060344	-1.1212718	4.4182544
CD8	CD8_C08_GZMK	17	-0.0112575477922281	1.3341911	6.349756
CD4	CD4_C02_IL7R	2	-0.0915074210661028	2.6427243	-0.64825445
CD8	CD8_C03_CX3CR1	12	0.344496256376207	9.252266	1.914501
CD4	CD4_C04_GZMK	4	-0.0893333860625237	2.4930568	-0.7741013
CD8	CD8_C04_GIMAP4	13	0.173961916894134	5.9651875	1.5442979
CD8	CD8_C06_IKZF2	15	0.282243584048239	7.790749	1.4567984
CD8	CD8_C08_GZMK	17	0.328359559781387	4.55168	7.084136
CD4	CD4_C04_GZMK	4	0.0902380711959905	3.637941	0.41374737
CD4	CD4_C02_IL7R	2	-0.305148586554323	0.93606	-1.6611634
CD4	CD4_C01_CCR7	1	-0.153614186803511	-0.52205867	-2.3563557
CD4	CD4_C01_CCR7	1	-0.267927578153037	-1.2525598	-3.7018495
CD4	CD4_C04_GZMK	4	-0.138673716009962	2.9418886	-0.101157114
CD4	CD4_C02_IL7R	2	-0.239572185019683	0.99544984	-1.5958643
CD4	CD4_C02_IL7R	2	-0.15714536916679	1.8603324	-2.846403
CD8	CD8_C08_GZMK	17	0.12852416638617	3.5610063	9.638176
CD4	CD4_C02_IL7R	2	0.0990773927060558	2.8129122	-1.2171723
CD8	CD8_C01_LEF1	10	-0.0877103868681855	-1.591157	4.30098
CD4	CD4_C01_CCR7	1	-0.304025576394259	-1.3426361	-4.6940575
CD4	CD4_C04_GZMK	4	0.0747931106633244	2.9808109	-0.51782864
CD8	CD8_C08_GZMK	17	0.149232102952316	5.5174074	4.6042924
CD4	CD4_C02_IL7R	2	0.0101757902436684	1.275004	-3.1687117
CD4	CD4_C04_GZMK	4	-0.0948604308997339	1.0131036	-0.8891263
CD8	CD8_C03_CX3CR1	12	0.368667819491383	6.801249	1.6752161
CD8	CD8_C10_SLC4A10	19	0.0984456451732278	4.549404	4.7491746
CD4	CD4_C04_GZMK	4	0.000910933913405863	3.4088595	-0.5077834
CD8	CD8_C03_CX3CR1	12	0.213880813840839	9.93303	0.1790773
CD8	CD8_C08_GZMK	17	-0.20804697154015	5.241103	4.39265
CD4	CD4_C02_IL7R	2	-0.280186723958821	2.3990843	-1.1849166
CD8	CD8_C06_IKZF2	15	0.227112351617564	6.575538	1.0604639
CD8	CD8_C01_LEF1	10	-0.156636944841786	-1.3536887	3.78332
CD4	CD4_C02_IL7R	2	0.167528244464525	0.34236258	-2.3980296
CD8	CD8_C01_LEF1	10	-0.239299609872685	-1.4113519	5.1309295
CD8	CD8_C03_CX3CR1	12	0.346248961386821	7.3151445	1.5984346
CD4	CD4_C05_GNLY	5	0.0310158748157238	7.8538094	-2.2190337
CD8	CD8_C08_GZMK	17	0.0858931965722184	5.2658114	4.12408
CD4	CD4_C04_GZMK	4	0.149496705640481	4.812694	1.0890112
CD4	CD4_C02_IL7R	2	-0.266698287040735	2.946476	-1.2237593
CD4	CD4_C04_GZMK	4	-0.00868858733509115	0.7906063	-0.7007325
CD8	CD8_C08_GZMK	17	-0.00493932800527539	4.102463	6.55769
CD4	CD4_C02_IL7R	2	0.352359395918236	1.3334997	-2.727524
CD8	CD8_C03_CX3CR1	12	0.304721919071219	7.498681	0.13213795
CD8	CD8_C08_GZMK	17	-0.063176953138697	4.302783	5.242604
CD4	CD4_C01_CCR7	1	-0.0302960370569002	1.3600448	-1.112138
CD4	CD4_C04_GZMK	4	0.371563921280673	4.0661545	0.44137946
CD8	CD8_C04_GIMAP4	13	-0.0895428043902114	4.334619	3.6743944
CD4	CD4_C02_IL7R	2	-0.144291123929366	2.3687587	-1.1201644
CD4	CD4_C04_GZMK	4	-0.0976990900063084	1.6407887	-0.8120661
CD4	CD4_C02_IL7R	2	-0.248003689981999	1.743662	-1.7666799
CD8	CD8_C06_IKZF2	15	0.421886158668584	7.3826776	2.3968568
CD4	CD4_C04_GZMK	4	0.0928328186088797	4.4794245	0.628566
CD4	CD4_C04_GZMK	4	-0.0187518294367457	2.891703	-1.0964264
CD8	CD8_C03_CX3CR1	12	0.69118069206608	7.5922008	0.4824918
CD8	CD8_C03_CX3CR1	12	0.482035330057665	8.357793	1.2494206
CD4	CD4_C01_CCR7	1	-0.208710189580353	-0.5328143	-2.6899095
CD8	CD8_C01_LEF1	10	-0.147059830031847	3.4874742	3.548741
CD8	CD8_C01_LEF1	10	0.00809332493350367	3.2517698	5.398237
CD4	CD4_C01_CCR7	1	-0.0963334560002579	0.013621005	-1.5811347
CD4	CD4_C02_IL7R	2	-0.175034496977787	2.093275	-0.7079313
CD8	CD8_C03_CX3CR1	12	0.264124633225365	7.1179523	4.016702
CD4	CD4_C01_CCR7	1	-0.00172427637372148	1.0255861	-1.5858258
CD4	CD4_C01_CCR7	1	-0.00561778973423449	-0.08050503	-2.403067
CD4	CD4_C02_IL7R	2	-0.251345443825365	1.4655226	-2.1594436
CD4	CD4_C04_GZMK	4	-0.0762158202161276	1.9813513	-0.5627443
CD4	CD4_C04_GZMK	4	-0.0949748272342076	2.9935782	-0.24801785
CD4	CD4_C02_IL7R	2	0.003508024449038	2.9186697	-0.9531719
CD8	CD8_C08_GZMK	17	0.397332200616845	5.69852	4.990055
CD4	CD4_C02_IL7R	2	-0.201517140893086	2.0760124	-2.3003047
CD4	CD4_C04_GZMK	4	0.344453341563505	4.173644	0.39778242
CD4	CD4_C04_GZMK	4	-0.168086503498362	1.9473186	-0.9240749
CD4	CD4_C02_IL7R	2	-0.0740590745644522	1.7090466	-2.5427792
CD8	CD8_C01_LEF1	10	-0.175299859101849	-1.0898324	3.479977
CD8	CD8_C10_SLC4A10	19	0.0766327251336042	3.529234	8.8789015
CD4	CD4_C02_IL7R	2	0.0810010250825696	0.70265406	-2.572484
CD8	CD8_C04_GIMAP4	13	-0.184300355583436	4.4872622	3.370498
CD4	CD4_C04_GZMK	4	0.370824939689608	4.2448363	0.29008597
CD4	CD4_C02_IL7R	2	-0.129507655940511	3.0385668	-0.72372556
CD8	CD8_C06_IKZF2	15	0.387129880496245	7.7109213	1.2965477
CD4	CD4_C02_IL7R	2	0.0601322014219849	2.4124653	-1.3524411
CD4	CD4_C01_CCR7	1	-0.226076924310921	-0.7929868	-3.066662
CD4	CD4_C07_CTLA4	7	0.62731639176094	-3.5365937	5.5290437
CD4	CD4_C02_IL7R	2	-0.128274913000519	2.4139032	-2.1265285
CD8	CD8_C01_LEF1	10	-0.0449875882178885	-1.2262201	5.1191745
CD4	CD4_C01_CCR7	1	-0.0640564231026268	0.32787538	-1.5280944
CD4	CD4_C01_CCR7	1	-0.163642633086823	0.9912225	-1.1075584
CD4	CD4_C04_GZMK	4	-0.255303288621549	2.7763314	-0.28660637
CD4	CD4_C04_GZMK	4	-0.0608690035099658	3.6772559	-0.041469507
CD4	CD4_C02_IL7R	2	-0.0576363187125201	1.1402386	-1.3321388
CD4	CD4_C01_CCR7	1	-0.00599975917847115	0.39028826	-2.4826546
CD4	CD4_C02_IL7R	2	-0.155037331650432	1.9663005	-2.5678978
CD8	CD8_C08_GZMK	17	0.220645571797644	6.126774	4.3333974
CD4	CD4_C04_GZMK	4	0.0546982741543115	3.1097972	-0.15366961
CD8	CD8_C03_CX3CR1	12	0.913048529786426	7.157106	3.0196476
CD4	CD4_C04_GZMK	4	0.278144249098192	3.8333755	1.5366206
CD8	CD8_C09_LAYN	18	0.612116725069453	8.647191	9.379102
CD4	CD4_C01_CCR7	1	-0.0675600037005699	0.0707657	-1.2951635
CD4	CD4_C02_IL7R	2	-0.0311864201539237	0.5204092	-2.6845627
CD8	CD8_C03_CX3CR1	12	0.246742030692583	7.6164017	1.4602085
CD8	CD8_C08_GZMK	17	0.103356212901972	5.6445255	4.5987396
CD8	CD8_C06_IKZF2	15	0.426669699221135	8.445758	1.4055771
CD4	CD4_C02_IL7R	2	-0.15264043213079	0.7268995	-3.6382117
CD4	CD4_C02_IL7R	2	0.0118694290696203	3.8071206	-1.1514343
CD4	CD4_C02_IL7R	2	0.150310478288013	1.9563857	-2.5263739
CD4	CD4_C01_CCR7	1	-0.195279503456619	-0.29012516	-2.2357326
CD4	CD4_C04_GZMK	4	-0.113701194662024	1.9726373	-0.34037754
CD8	CD8_C01_LEF1	10	-0.0683214516994615	-1.2674216	4.622893
CD4	CD4_C02_IL7R	2	-0.255570733165887	2.6632276	-2.6987703
CD4	CD4_C02_IL7R	2	-0.182729174352124	2.4669623	-2.1152112
CD8	CD8_C03_CX3CR1	12	0.120889966385011	6.8815527	1.86782
CD4	CD4_C02_IL7R	2	-0.0752362809599579	1.2411408	-2.867658
CD4	CD4_C04_GZMK	4	0.15404118669214	3.558369	0.36635074
CD8	CD8_C06_IKZF2	15	0.00261966756405764	7.4044595	1.1006706
CD4	CD4_C02_IL7R	2	-0.143343566307845	0.308192	-3.7402208
CD4	CD4_C01_CCR7	1	0.0910439250607425	-0.21873894	-1.0062536
CD4	CD4_C01_CCR7	1	-0.162933690163963	-0.5930566	-2.1812909
CD4	CD4_C01_CCR7	1	0.187625128238405	0.7730685	-1.7000983
CD8	CD8_C08_GZMK	17	0.241870564429222	5.260291	4.8704114
CD4	CD4_C04_GZMK	4	-0.225673979388604	2.2369733	-0.65826195
CD8	CD8_C06_IKZF2	15	0.239641314658588	8.414054	0.4718168
CD4	CD4_C04_GZMK	4	-0.113222171962139	3.9165194	0.4271803
CD8	CD8_C01_LEF1	10	-0.0724005170886522	-0.14837697	5.3027525
CD4	CD4_C01_CCR7	1	-0.190430563148307	0.92804146	-1.6317494
CD4	CD4_C05_GNLY	5	1.58128207528839	6.614161	-1.1982529
CD4	CD4_C01_CCR7	1	-0.245335555416129	0.29667208	-1.1926233
CD8	CD8_C04_GIMAP4	13	0.352565975870921	4.814619	3.1838138
CD4	CD4_C01_CCR7	1	-0.163132870699536	-0.77589947	-2.7311459
CD4	CD4_C02_IL7R	2	-0.096662823417814	0.38772288	-3.7114606
CD4	CD4_C08_FOXP3	8	0.302985614500654	-2.4856808	3.6544476
CD8	CD8_C03_CX3CR1	12	1.0743710620908	8.402821	1.2250614
CD4	CD4_C04_GZMK	4	0.055828551873481	2.8346174	-0.5898681
CD4	CD4_C01_CCR7	1	-0.129747446530078	0.37467924	-1.7421852
CD4	CD4_C02_IL7R	2	0.157957013588022	0.5386246	-2.4469283
CD8	CD8_C01_LEF1	10	-0.141344823173526	-1.4724753	4.825264
CD4	CD4_C02_IL7R	2	0.158980802402723	2.7316206	-0.8026692
CD8	CD8_C04_GIMAP4	13	0.163825254888933	6.2765403	1.4537055
CD4	CD4_C04_GZMK	4	-0.0586862468847088	2.0366716	-0.7474089
CD4	CD4_C02_IL7R	2	-0.164139339192254	0.7148515	-2.7056987
CD4	CD4_C04_GZMK	4	0.3312092022446	4.176987	0.6694114
CD4	CD4_C01_CCR7	1	0.198862922964884	-0.74810565	-0.778373
CD8	CD8_C06_IKZF2	15	0.258788447330893	7.901999	-0.05029635
CD4	CD4_C01_CCR7	1	-0.182427181990337	-0.34216106	-2.5689309
CD8	CD8_C06_IKZF2	15	0.255054885114283	8.260563	0.6389321
CD4	CD4_C02_IL7R	2	-0.120640622189285	0.4620413	-2.0266054
CD4	CD4_C02_IL7R	2	-0.245176642032919	3.0415163	-0.8543024
CD4	CD4_C01_CCR7	1	-0.326675981988569	-1.3305303	-3.5750623
CD4	CD4_C04_GZMK	4	-0.123943060852774	3.7021933	0.15189964
CD8	CD8_C01_LEF1	10	-0.218548140583705	-1.5739357	3.9133677
CD4	CD4_C04_GZMK	4	0.0323749566926324	2.4058385	-0.63583696
CD4	CD4_C02_IL7R	2	-0.0350295628960664	2.539169	-1.9225277
CD4	CD4_C03_CD44	3	-0.00349532124109511	3.6704679	-1.813724
CD4	CD4_C04_GZMK	4	-0.0440599954980851	1.2004976	-1.0344398
CD4	CD4_C04_GZMK	4	-0.13642150558167	3.1443243	0.037018087
CD4	CD4_C08_FOXP3	8	0.104928649935003	-2.3839827	3.2596726
CD4	CD4_C02_IL7R	2	-0.00331531864940116	1.544523	-2.2867262
CD4	CD4_C01_CCR7	1	-0.232751527079201	-1.3268868	-3.1875293
CD4	CD4_C01_CCR7	1	0.165835131846684	0.3770658	-2.3747146
CD4	CD4_C02_IL7R	2	-0.128890187279615	0.4991522	-3.7043734
CD8	CD8_C06_IKZF2	15	0.410031932378821	7.26936	0.8393821
CD4	CD4_C01_CCR7	1	-0.143116677312754	-0.55878985	-3.054366
CD4	CD4_C02_IL7R	2	-0.23868330174826	3.1687775	-0.16790155
CD4	CD4_C04_GZMK	4	0.970369881160072	3.5273876	0.66307026
CD8	CD8_C01_LEF1	10	-0.424703837833457	-1.4278721	4.478542
CD4	CD4_C04_GZMK	4	-0.00411275225736548	4.152707	0.85054773
CD4	CD4_C02_IL7R	2	-0.0554423916972736	0.6129293	-2.7885146
CD4	CD4_C04_GZMK	4	0.308083593878697	4.2312217	0.8237904
CD4	CD4_C01_CCR7	1	0.135469954597562	-0.70563585	-2.3029969
CD4	CD4_C02_IL7R	2	-0.108731976081702	0.37924924	-3.4870174
CD4	CD4_C04_GZMK	4	0.0310476207184825	3.0187263	-0.12540254
CD4	CD4_C08_FOXP3	8	0.0351387136591004	-2.0544477	3.363034
CD8	CD8_C04_GIMAP4	13	-0.117485842283029	5.0604057	3.0321949
CD8	CD8_C01_LEF1	10	-0.477880556764941	0.18055473	3.4737465
CD4	CD4_C01_CCR7	1	-0.259161552246293	-0.75814897	-2.2304606
CD8	CD8_C01_LEF1	10	0.0319262058532087	-1.0033357	4.6366944
CD4	CD4_C02_IL7R	2	-0.249018971199848	2.2203426	-1.1661674
CD8	CD8_C03_CX3CR1	12	0.649300817363035	9.287229	0.9018814
CD4	CD4_C04_GZMK	4	0.0342933532829738	2.314442	0.07897882
CD8	CD8_C08_GZMK	17	0.208530329110317	5.3337092	5.692815
CD4	CD4_C01_CCR7	1	0.0670588476575315	-0.6588028	-2.323121
CD4	CD4_C02_IL7R	2	-0.0453192424471071	1.1469376	-2.645959
CD4	CD4_C05_GNLY	5	0.33739655208371	7.2914653	-1.9265683
CD4	CD4_C04_GZMK	4	-0.0207767047043602	1.2155261	-1.7913454
CD4	CD4_C05_GNLY	5	0.333618760852727	5.62965	-0.5397143
CD4	CD4_C08_FOXP3	8	0.157773143613361	-2.1513097	3.5929937
CD4	CD4_C04_GZMK	4	0.0538560533688924	1.4918966	-0.75582314
CD8	CD8_C01_LEF1	10	-0.374769436542478	-0.8297904	4.0650434
CD4	CD4_C02_IL7R	2	-0.059724292003086	1.906508	-1.4583174
CD4	CD4_C04_GZMK	4	-0.221093229862178	3.066697	-1.2498561
CD4	CD4_C02_IL7R	2	0.043041487283321	1.7249867	-1.134591
CD4	CD4_C04_GZMK	4	0.154390901602247	3.7869387	-0.49501953
CD8	CD8_C03_CX3CR1	12	0.28180075328462	6.7173104	2.1422577
CD4	CD4_C02_IL7R	2	-0.0387692742272189	0.94043183	-3.5459814
CD4	CD4_C02_IL7R	2	0.192765594024365	1.2032944	-2.7464328
CD4	CD4_C02_IL7R	2	0.184801030136281	1.1168636	-2.1984417
CD4	CD4_C01_CCR7	1	0.00122043362847573	0.4340078	-2.3674042
CD8	CD8_C08_GZMK	17	-0.0597882373797727	4.586536	7.5480375
CD4	CD4_C01_CCR7	1	-0.0558575327316491	-0.87496305	-3.0763576
CD8	CD8_C08_GZMK	17	-0.109583696147183	5.4068317	4.596695
CD4	CD4_C01_CCR7	1	-0.430522152845446	-0.6461674	-2.603255
CD4	CD4_C04_GZMK	4	-0.0436051660334472	2.7314157	-0.39925617
CD4	CD4_C02_IL7R	2	0.110633872806916	1.9263208	-0.9757547
CD4	CD4_C01_CCR7	1	0.0507878879966097	0.99707586	-0.9200481
CD4	CD4_C04_GZMK	4	0.131356409992739	4.0223937	0.057627384
CD4	CD4_C01_CCR7	1	0.0827840193104361	0.7252861	-0.9501156
CD4	CD4_C02_IL7R	2	-0.194594377936172	0.7364714	-4.0248146
CD4	CD4_C04_GZMK	4	-0.026263908852387	2.7767086	0.080057465
CD4	CD4_C02_IL7R	2	0.0385575804319286	1.7839006	-0.7533356
CD4	CD4_C04_GZMK	4	-0.0663284460769535	3.2281785	0.37313506
CD4	CD4_C02_IL7R	2	-0.00875237952901471	2.075672	-2.7981787
CD4	CD4_C01_CCR7	1	-0.0441650765389005	-0.33436972	-3.3221622
CD4	CD4_C01_CCR7	1	-0.221521286142888	0.5584949	-1.9794506
CD8	CD8_C10_SLC4A10	19	0.14773449747593	3.4664614	8.881298
CD4	CD4_C02_IL7R	2	-0.296166383972057	1.9224857	-1.6802136
CD4	CD4_C04_GZMK	4	0.297627324656364	5.2164035	1.1527864
CD4	CD4_C04_GZMK	4	-0.22828285578881	1.7442942	-0.87222415
CD4	CD4_C05_GNLY	5	0.170245889174239	7.198871	-1.7594321
CD8	CD8_C10_SLC4A10	19	-0.0117787446513836	3.4391553	8.801137
CD4	CD4_C02_IL7R	2	-0.0639853196595913	1.9291188	-2.0868187
CD4	CD4_C02_IL7R	2	-0.217333388770124	1.6494783	-1.2130162
CD8	CD8_C06_IKZF2	15	0.34917336114664	8.27645	0.31332302
CD4	CD4_C04_GZMK	4	-0.155212994694366	1.334169	-0.89465064
CD4	CD4_C01_CCR7	1	-0.128409794707968	0.9402125	-1.6025151
CD4	CD4_C04_GZMK	4	-0.0634595985174438	3.5297246	-0.061978273
CD4	CD4_C01_CCR7	1	-0.103117910292953	0.44452313	-1.8867717
CD8	CD8_C02_GPR183	11	-0.299325412765951	3.5778942	6.22845
CD4	CD4_C02_IL7R	2	-0.184691583823731	1.6388366	-1.7871358
CD4	CD4_C04_GZMK	4	0.0953841405241316	3.3655097	0.19653027
CD4	CD4_C04_GZMK	4	0.00704338024310864	2.7068305	-0.30909175
CD4	CD4_C02_IL7R	2	-0.0449931014570608	0.2996667	-2.278622
CD4	CD4_C02_IL7R	2	-0.269592732229687	1.7199491	-0.97130096
CD4	CD4_C02_IL7R	2	-0.232713786659004	0.38245547	-3.6191835
CD8	CD8_C04_GIMAP4	13	0.154487711092723	5.2507753	3.8078802
CD4	CD4_C04_GZMK	4	0.106573209701207	2.9158964	0.1869664
CD4	CD4_C04_GZMK	4	-0.0637198738020622	3.5607374	-0.20187241
CD8	CD8_C06_IKZF2	15	-0.0556455521201849	6.323314	0.8092903
CD8	CD8_C01_LEF1	10	-0.102867453025133	-1.6435617	3.0641837
CD8	CD8_C08_GZMK	17	0.180254006504636	5.3926826	4.105399
CD4	CD4_C04_GZMK	4	-0.104513550108137	2.5641432	-0.40669644
CD4	CD4_C01_CCR7	1	-0.195686738239432	-1.1767484	-3.2856343
CD4	CD4_C02_IL7R	2	-0.283438529505885	2.1556127	-2.9145043
CD8	CD8_C03_CX3CR1	12	0.765857423070518	9.680929	1.9611439
CD8	CD8_C03_CX3CR1	12	0.070868492683332	6.1312	4.160365
CD4	CD4_C04_GZMK	4	0.43015938597177	2.7459817	0.09677705
CD8	CD8_C03_CX3CR1	12	0.403369946915322	6.002858	3.4058788
CD8	CD8_C04_GIMAP4	13	0.125181877530775	8.544398	0.7768062
CD4	CD4_C02_IL7R	2	0.245087223912324	0.50846565	-3.0684755
CD8	CD8_C01_LEF1	10	-0.0316394404122051	-0.9229075	5.147138
CD4	CD4_C05_GNLY	5	0.47385901356891	5.969157	-0.6301168
CD8	CD8_C08_GZMK	17	0.123231450349405	4.522683	5.17293
CD4	CD4_C01_CCR7	1	-0.123283541240464	0.47210604	-1.1317699
CD8	CD8_C04_GIMAP4	13	0.130733655795058	5.797125	3.4778483
CD4	CD4_C04_GZMK	4	-0.144224879360444	3.4014387	-0.30908954
CD4	CD4_C01_CCR7	1	-0.109450606753739	0.4458304	-1.9585882
CD8	CD8_C01_LEF1	10	-0.0271067841967638	-1.012105	5.4543247
CD4	CD4_C04_GZMK	4	-0.0441067486528994	3.0488098	-0.13894816
CD4	CD4_C02_IL7R	2	0.177710342264423	1.5174974	-3.3729806
CD4	CD4_C04_GZMK	4	0.12408791659899	1.7174277	-0.4702456
CD4	CD4_C01_CCR7	1	-0.184028075921527	-0.92761505	-4.308015
CD4	CD4_C01_CCR7	1	-0.243126656147545	-0.07029955	-2.5587034
CD4	CD4_C04_GZMK	4	0.324173843164827	3.6542566	0.0017421996
CD4	CD4_C01_CCR7	1	-0.114279145166189	1.151217	-1.2336301
CD8	CD8_C06_IKZF2	15	0.378075480104219	8.065942	1.0147973
CD8	CD8_C03_CX3CR1	12	0.895687079310417	7.644978	0.37824804
CD4	CD4_C04_GZMK	4	0.154879255219576	1.8490658	-0.6435842
CD8	CD8_C01_LEF1	10	-0.128143400939073	-0.88989866	4.767775
CD4	CD4_C01_CCR7	1	0.198123950482421	-1.1513476	-3.60241
CD8	CD8_C01_LEF1	10	-0.0763450182036509	-1.1783214	5.2045164
CD4	CD4_C02_IL7R	2	-0.23174474356004	2.6478732	-2.3721101
CD4	CD4_C01_CCR7	1	-0.126433535712522	-1.2281967	-3.395392
CD8	CD8_C08_GZMK	17	0.260258969003637	3.2286036	4.2776914
CD4	CD4_C04_GZMK	4	0.0434917002787588	4.4073024	0.8465242
CD8	CD8_C03_CX3CR1	12	0.191416296635453	7.5382147	1.4027685
CD8	CD8_C06_IKZF2	15	0.115522846209848	8.344046	-0.3162132
CD4	CD4_C04_GZMK	4	0.175060402124318	4.041034	0.73830366
CD4	CD4_C02_IL7R	2	-0.0793054593284348	1.0568434	-1.0587456
CD4	CD4_C04_GZMK	4	0.0253729005004367	3.363993	-0.7451584
CD4	CD4_C01_CCR7	1	-0.314337186852251	0.27935338	-3.3170736
CD4	CD4_C08_FOXP3	8	0.0605201587021249	-1.6943654	3.8351393
CD8	CD8_C04_GIMAP4	13	0.31891357751201	6.6025176	2.0022483
CD8	CD8_C10_SLC4A10	19	0.246284604656057	3.652205	9.706078
CD4	CD4_C02_IL7R	2	0.0658608388833815	0.3277012	-3.5364897
CD4	CD4_C02_IL7R	2	-0.25527828743795	1.7564919	-2.6573524
CD4	CD4_C04_GZMK	4	-0.0777167890466961	3.1482186	-0.09909832
CD4	CD4_C01_CCR7	1	-0.112730787921478	0.88230777	-1.4058836
CD8	CD8_C08_GZMK	17	0.0438185041134852	5.004377	7.162609
CD4	CD4_C04_GZMK	4	-0.0776491541078282	2.7544427	-0.101474434
CD4	CD4_C01_CCR7	1	-0.293499869293513	0.6633351	-3.5166328
CD4	CD4_C05_GNLY	5	0.456696991661762	7.185656	-1.6944791
CD4	CD4_C02_IL7R	2	-0.00852435796843186	2.4030075	-0.9289652
CD4	CD4_C01_CCR7	1	0.12019090097247	0.49532494	-1.5608407
CD8	CD8_C01_LEF1	10	-0.108875173008727	-1.3200452	4.062068
CD8	CD8_C04_GIMAP4	13	0.213829340890401	5.706035	3.1298573
CD4	CD4_C02_IL7R	2	-0.166819096044988	1.953267	-1.1295565
CD4	CD4_C04_GZMK	4	-0.0753511343805811	2.8807695	-0.5551813
CD8	CD8_C06_IKZF2	15	0.197190166791564	7.3172746	0.14360106
CD4	CD4_C02_IL7R	2	-0.360809318122201	-0.124521054	-2.5949843
CD4	CD4_C04_GZMK	4	0.485943728838431	3.817827	1.0047172
CD4	CD4_C02_IL7R	2	-0.189403362148909	2.1223917	-1.5019766
CD4	CD4_C04_GZMK	4	0.18291257316281	1.6925277	-0.6181646
CD4	CD4_C01_CCR7	1	-0.276197767752564	-0.7139166	-1.093211
CD8	CD8_C08_GZMK	17	0.0935972424733936	5.356711	8.847232
CD4	CD4_C04_GZMK	4	-0.190546369244598	2.0716143	-0.42092308
CD4	CD4_C04_GZMK	4	-0.0457825671935028	2.7341805	-0.42249832
CD4	CD4_C04_GZMK	4	0.101748985114792	4.4102716	1.0418593
CD4	CD4_C04_GZMK	4	-0.237631183805172	2.7736435	-0.8107992
CD4	CD4_C02_IL7R	2	-0.0808120251688402	0.5374472	-0.8994825
CD4	CD4_C02_IL7R	2	-0.0883118497417465	0.39955577	-3.3866272
CD4	CD4_C02_IL7R	2	0.201276407545811	1.8151519	-2.3567626
CD4	CD4_C05_GNLY	5	0.132974291731465	6.485407	-1.2342921
CD4	CD4_C01_CCR7	1	-0.0245933401873584	0.0668482	-3.1384943
CD8	CD8_C01_LEF1	10	-0.114026057850556	-1.0502433	5.168924
CD4	CD4_C02_IL7R	2	0.0377550761728232	1.9945284	-3.2560797
CD4	CD4_C02_IL7R	2	-0.145546953163124	2.1374943	-1.4106919
CD4	CD4_C04_GZMK	4	-0.0970687547786624	3.093313	-0.19885948
CD4	CD4_C02_IL7R	2	-0.0240726285588401	2.29219	-1.3549452
CD4	CD4_C05_GNLY	5	0.162999325090928	7.1745815	-1.7432938
CD8	CD8_C08_GZMK	17	0.237049750270323	4.6855288	7.2461944
CD4	CD4_C01_CCR7	1	-0.236321665321859	0.7426854	-1.5741435
CD8	CD8_C09_LAYN	18	0.422888091457448	8.951666	9.261037
CD4	CD4_C04_GZMK	4	0.195980785390284	4.1153536	0.33555502
CD8	CD8_C08_GZMK	17	-0.0180799226037334	5.522765	5.2689857
CD4	CD4_C01_CCR7	1	-0.209394369791547	-0.5184674	-2.657207
CD4	CD4_C01_CCR7	1	-0.0570385563445233	-0.26648098	-2.962354
CD4	CD4_C02_IL7R	2	-0.0782454458213954	2.0073602	-1.2652454
CD4	CD4_C04_GZMK	4	-0.169795045232103	2.9883904	-1.1310592
CD4	CD4_C02_IL7R	2	-0.00185371764881276	0.73184055	-2.2229295
CD4	CD4_C02_IL7R	2	-0.0832545615850495	2.2910986	-0.8567507
