major_cluster	sub_cluster	state_order	af35_primary	UMAP_1	UMAP_2
CD4	CD4_C05_GNLY	5	0.00400165364696948	4.82616	-0.71034765
CD8	CD8_C03_CX3CR1	12	-0.206404071295488	7.902686	3.8479486
CD4	CD4_C01_CCR7	1	-0.12101642337547	-1.8685619	1.337533
CD8	CD8_C03_CX3CR1	12	0.192808847740078	8.527116	3.675555
CD8	CD8_C08_GZMK	17	0.186136061111087	6.211741	4.9951143
CD4	CD4_C01_CCR7	1	-0.413873329414752	-1.5091594	0.71535957
CD8	CD8_C01_LEF1	10	-0.396637843528896	2.2266958	2.383844
CD8	CD8_C02_GPR183	11	-0.0617309195419385	2.9480655	5.8572254
CD8	CD8_C08_GZMK	17	-0.208419014109585	7.257728	4.22448
CD8	CD8_C03_CX3CR1	12	-0.0551789005863008	6.2841415	3.607423
CD8	CD8_C08_GZMK	17	0.205939120503096	7.4399543	5.5981503
CD8	CD8_C03_CX3CR1	12	-0.11947125213561	6.6798987	1.0608038
CD4	CD4_C03_CD44	3	-0.0527197011157797	-0.32630903	2.1111197
CD8	CD8_C01_LEF1	10	-0.119981051334	2.475013	4.783162
CD4	CD4_C03_CD44	3	-0.449295515197589	0.67590016	0.17635576
CD8	CD8_C03_CX3CR1	12	0.12538356068478	7.448101	3.572194
CD8	CD8_C01_LEF1	10	-0.40092464159261	1.7709898	3.1482348
CD4	CD4_C02_IL7R	2	-0.245805623003119	1.0088766	-2.6796808
CD4	CD4_C05_GNLY	5	-0.0340115763464435	5.5774345	-1.8845519
CD8	CD8_C03_CX3CR1	12	-0.0995740752883589	9.082053	3.0858767
CD4	CD4_C03_CD44	3	0.18571455700516	0.28131577	0.8814611
CD8	CD8_C08_GZMK	17	0.122223824670443	4.863788	6.01255
CD8	CD8_C03_CX3CR1	12	0.29514273639991	7.249539	3.2077265
CD4	CD4_C01_CCR7	1	-0.193973290967259	0.24196212	-1.4364133
CD4	CD4_C01_CCR7	1	-0.170834188087803	-0.8329567	0.024509612
CD4	CD4_C05_GNLY	5	0.00135521530729807	5.9291716	-2.283643
CD4	CD4_C01_CCR7	1	-0.0809921365822404	-0.8263149	-0.82976246
CD4	CD4_C01_CCR7	1	-0.0628267530307441	-1.9876622	0.41138324
CD4	CD4_C01_CCR7	1	-0.0812525178837622	-1.4766455	-4.613533
CD4	CD4_C01_CCR7	1	-0.303632363437851	-0.9729539	1.4276195
CD4	CD4_C03_CD44	3	-0.387308902362198	1.0632197	0.99149895
CD8	CD8_C06_IKZF2	15	0.0543544161802249	7.172055	0.594592
CD4	CD4_C03_CD44	3	-0.00112809368243035	2.5651762	0.86322075
CD4	CD4_C05_GNLY	5	0.188073546722001	5.505299	-1.2992376
CD4	CD4_C01_CCR7	1	-0.361642982746729	-2.1972258	0.5768084
CD4	CD4_C01_CCR7	1	-0.25910152848416	-0.9787095	-4.417814
CD4	CD4_C01_CCR7	1	-0.079068004245749	0.9283579	0.62880766
CD8	CD8_C03_CX3CR1	12	-0.166394424198986	8.173332	3.0087485
CD4	CD4_C02_IL7R	2	-0.364448701110698	0.58233535	-0.5014409
CD8	CD8_C01_LEF1	10	-0.218276886615713	1.992594	4.0210066
CD4	CD4_C04_GZMK	4	0.148359084377571	3.331076	1.7267535
CD4	CD4_C08_FOXP3	8	0.063638149982642	-2.9755561	2.2086751
CD4	CD4_C01_CCR7	1	-0.4525149121784	-2.0968828	-1.7225701
CD4	CD4_C03_CD44	3	1.24650680125541	2.6953478	1.5004194
CD4	CD4_C05_GNLY	5	-0.183045727841988	4.7162886	-1.2043551
CD4	CD4_C01_CCR7	1	-0.100686079495979	-0.22496827	-0.8479849
CD4	CD4_C08_FOXP3	8	-0.344358292089385	-2.8101504	2.2757695
CD4	CD4_C03_CD44	3	-0.138412908255129	1.2388066	0.71594715
CD4	CD4_C05_GNLY	5	-0.0346167861021409	6.5018387	-2.3247
CD8	CD8_C03_CX3CR1	12	-0.192198899727792	6.433623	3.494182
CD8	CD8_C03_CX3CR1	12	-0.0415812762332916	6.3786726	2.2560744
CD8	CD8_C03_CX3CR1	12	-0.13064048137644	7.6938787	3.1217525
CD4	CD4_C01_CCR7	1	-0.175806382702252	-1.7028334	0.8998653
CD8	CD8_C08_GZMK	17	-0.120575833976596	5.7053127	7.707009
CD4	CD4_C05_GNLY	5	0.0376357723675599	6.014811	-1.5377619
CD4	CD4_C05_GNLY	5	0.00313412410078364	5.9444995	-2.0295582
CD8	CD8_C04_GIMAP4	13	0.0841824030632869	6.2399464	1.7796946
CD4	CD4_C03_CD44	3	-0.407876468293081	1.0128034	0.08458819
CD4	CD4_C01_CCR7	1	-0.0173586973197991	-0.6417227	1.0633304
CD8	CD8_C03_CX3CR1	12	-0.0350342850517267	7.1207843	3.2408261
CD8	CD8_C01_LEF1	10	-0.053232994947451	-1.3758761	3.6380787
CD4	CD4_C01_CCR7	1	-0.284562749001392	0.4614842	-2.6721525
CD8	CD8_C09_LAYN	18	-0.0626630536870689	8.754808	5.935586
CD4	CD4_C01_CCR7	1	-0.454218234235556	-0.9838109	-0.12176252
CD4	CD4_C01_CCR7	1	-0.606650503242002	0.86695683	0.8893939
CD4	CD4_C01_CCR7	1	-0.0813389009680654	-1.2520895	1.8460861
CD8	CD8_C01_LEF1	10	-0.258218181348288	4.001186	4.9848814
CD8	CD8_C03_CX3CR1	12	0.109542350402523	8.164936	3.3977299
CD4	CD4_C01_CCR7	1	0.0407912737926225	0.86999553	1.0991602
CD8	CD8_C06_IKZF2	15	0.2234750458858	7.1592383	2.2168276
CD4	CD4_C01_CCR7	1	-0.159426895125193	0.4470608	2.6572893
CD4	CD4_C03_CD44	3	-0.0394447079533791	2.1672132	0.8661931
CD4	CD4_C08_FOXP3	8	-0.0736743447273405	-3.1265469	2.2127864
CD4	CD4_C01_CCR7	1	-0.0669662274209468	1.376798	-1.3656399
CD4	CD4_C01_CCR7	1	-0.189979187322096	-0.3941832	2.2613719
CD8	CD8_C03_CX3CR1	12	0.306494545602011	7.986877	3.6343863
CD4	CD4_C01_CCR7	1	-0.0338571074772581	0.22078197	-0.40657395
CD4	CD4_C01_CCR7	1	-0.0400690002261553	-1.313816	-0.34628454
CD4	CD4_C01_CCR7	1	-0.372344614132942	-1.3083215	0.8333214
CD4	CD4_C08_FOXP3	8	-0.101109432511059	-3.6630445	2.8280244
CD8	CD8_C08_GZMK	17	-0.277113921791774	5.1773787	6.419954
CD4	CD4_C03_CD44	3	0.317748938981555	0.18686716	0.711936
CD4	CD4_C01_CCR7	1	-0.273493883252186	-2.9409776	-1.5089977
CD4	CD4_C02_IL7R	2	0.263321940640449	0.44564345	-1.0143274
CD8	CD8_C01_LEF1	10	-0.217197869038014	-0.6124694	2.440568
CD8	CD8_C03_CX3CR1	12	0.20120425094697	8.001619	4.5164185
CD8	CD8_C01_LEF1	10	0.0648440827514254	-1.6840773	3.0014753
CD8	CD8_C05_CCR7	14	-0.142662683434128	5.2051225	4.9726477
CD8	CD8_C01_LEF1	10	-0.217711648860467	1.1776423	2.5873919
CD8	CD8_C03_CX3CR1	12	0.0373154243874263	7.8362784	3.9963791
CD4	CD4_C01_CCR7	1	-0.44019988287956	-0.80101055	1.8268888
CD4	CD4_C02_IL7R	2	-0.0378492361956992	1.605085	-2.1268454
CD4	CD4_C08_FOXP3	8	-0.158657096724608	-3.3819654	3.0013943
CD8	CD8_C01_LEF1	10	-0.0991059501996483	-1.7016169	3.508161
CD4	CD4_C03_CD44	3	-0.0511859747258028	1.2023966	1.185816
CD8	CD8_C03_CX3CR1	12	0.0868154514936193	8.855736	2.8717923
CD4	CD4_C03_CD44	3	-0.355591099599296	0.18987502	0.7964384
CD8	CD8_C03_CX3CR1	12	0.220162708255921	7.038	2.0412514
CD8	CD8_C03_CX3CR1	12	0.0293879106219275	8.422789	9.27701
CD8	CD8_C01_LEF1	10	-0.446062068626829	2.2636385	2.7115383
CD8	CD8_C03_CX3CR1	12	0.237455153741606	7.6716647	2.0771198
CD8	CD8_C03_CX3CR1	12	0.404786766765904	9.19706	4.126823
CD8	CD8_C03_CX3CR1	12	0.227969102121518	8.66699	3.0891483
CD4	CD4_C01_CCR7	1	-0.265540097656239	-0.09496371	-3.1964052
CD8	CD8_C02_GPR183	11	-0.125692175250364	3.1897388	5.404028
CD8	CD8_C03_CX3CR1	12	0.0906044627254055	9.65555	2.4724991
CD8	CD8_C01_LEF1	10	-0.366759040140046	-1.4478135	2.4973207
CD4	CD4_C05_GNLY	5	-0.259617915173117	4.959851	-0.55575174
CD4	CD4_C01_CCR7	1	-0.0884977511866855	-1.9340154	0.7586617
CD4	CD4_C02_IL7R	2	-0.20581815074947	0.38798216	-0.90621674
CD4	CD4_C01_CCR7	1	-0.150256039082985	-0.5601307	-2.7509909
CD4	CD4_C03_CD44	3	-0.144424026862815	1.2731767	2.7411969
CD4	CD4_C01_CCR7	1	-0.116131230333313	-1.7341139	0.4059282
CD8	CD8_C06_IKZF2	15	0.0723016186479546	6.2530494	0.860555
CD4	CD4_C01_CCR7	1	-0.206130013801277	-1.7930871	-0.36955407
CD4	CD4_C04_GZMK	4	-0.220372412957767	1.3773764	-0.8567427
CD4	CD4_C01_CCR7	1	-0.123709118989863	-1.4714227	-1.7165078
CD4	CD4_C03_CD44	3	0.702653768166119	0.72584796	2.0626464
CD8	CD8_C03_CX3CR1	12	0.205671984626341	6.82603	4.0238934
CD4	CD4_C01_CCR7	1	0.0411977300032303	-1.521848	0.6953397
CD4	CD4_C05_GNLY	5	0.211243581864185	5.460431	-1.4647366
CD8	CD8_C03_CX3CR1	12	0.0113082518290732	6.497861	3.5166388
CD4	CD4_C02_IL7R	2	0.158889369771698	-0.32417697	-0.44886896
CD4	CD4_C01_CCR7	1	0.24196390406832	-0.8313625	1.5830728
CD4	CD4_C03_CD44	3	1.6334853760258	1.5245012	1.3386145
CD4	CD4_C08_FOXP3	8	-0.233330079421857	-3.329634	2.2400517
CD8	CD8_C06_IKZF2	15	0.310524784534796	6.8153343	0.43313828
CD4	CD4_C01_CCR7	1	-0.181597587271195	-0.6951457	-4.107814
CD8	CD8_C03_CX3CR1	12	-0.0371093382593448	7.440641	4.6341367
CD4	CD4_C01_CCR7	1	-0.34308293428012	-3.1854393	-1.7272774
CD4	CD4_C01_CCR7	1	-0.270150921119022	0.041663226	1.0174416
CD8	CD8_C03_CX3CR1	12	0.222461060966614	7.726242	3.820513
CD4	CD4_C03_CD44	3	0.113944474607744	0.505319	-0.2284967
CD4	CD4_C04_GZMK	4	-0.2145568185646	2.750729	3.1950119
CD8	CD8_C03_CX3CR1	12	0.290623034913392	8.985655	2.2923129
CD8	CD8_C08_GZMK	17	-0.0935120211243904	6.3857517	5.096063
CD4	CD4_C04_GZMK	4	-0.163492966326783	4.836209	1.2365657
CD4	CD4_C04_GZMK	4	-0.199640356640133	1.4631966	-1.6684067
CD8	CD8_C03_CX3CR1	12	0.13971853023813	7.567874	3.8281493
CD8	CD8_C03_CX3CR1	12	0.0484162265909898	7.318068	2.8056042
CD4	CD4_C08_FOXP3	8	-0.231804541636221	-1.5043848	3.205359
CD4	CD4_C01_CCR7	1	-0.314147833464511	0.28256062	0.49568886
CD8	CD8_C08_GZMK	17	-0.108431767219338	6.724121	5.1303887
CD4	CD4_C02_IL7R	2	-0.0690326017716736	1.8195981	-2.0511963
CD4	CD4_C01_CCR7	1	-0.12514259292442	0.059623316	-1.1861277
CD8	CD8_C08_GZMK	17	-0.0871316719691263	5.780512	6.00244
CD4	CD4_C05_GNLY	5	0.0523058793442845	7.42001	-1.3102838
CD8	CD8_C03_CX3CR1	12	0.0461488996301729	6.9703264	3.2020721
CD4	CD4_C01_CCR7	1	-0.0497740194928114	-0.51015013	3.2394352
CD4	CD4_C03_CD44	3	-0.268244179711707	0.462951	0.89076245
CD8	CD8_C08_GZMK	17	0.011431073930531	6.7769065	5.7761545
CD8	CD8_C08_GZMK	17	0.00869013542593822	7.0810256	5.7471533
CD8	CD8_C01_LEF1	10	-0.0980301358988202	-0.35722306	6.0486326
CD4	CD4_C01_CCR7	1	-0.247966241814595	-0.02737532	-2.7919433
CD4	CD4_C05_GNLY	5	-0.0681100006168953	5.6909785	-1.3496192
CD4	CD4_C01_CCR7	1	-0.0212060368288359	-0.59859526	-0.13587448
CD4	CD4_C03_CD44	3	0.841812375647391	1.3993368	1.0195731
CD8	CD8_C01_LEF1	10	-0.0770926030408167	1.3422763	2.6518118
CD4	CD4_C03_CD44	3	-0.233523537591414	0.78818214	2.4694748
CD4	CD4_C03_CD44	3	-0.240218849348006	1.3329664	2.1429343
CD4	CD4_C01_CCR7	1	-0.304759896028259	-0.6543841	1.3537561
CD8	CD8_C01_LEF1	10	-0.23309289920383	0.9915185	6.0023756
CD4	CD4_C04_GZMK	4	0.0047234916407656	1.590089	-0.723688
CD4	CD4_C03_CD44	3	-0.0634983604732069	0.13306643	1.1384033
CD8	CD8_C02_GPR183	11	-0.324688350015941	3.0401068	6.0465927
CD4	CD4_C03_CD44	3	-0.144770274263104	0.18616685	0.6980548
CD4	CD4_C01_CCR7	1	-0.165628535667584	0.7165057	1.6534019
CD4	CD4_C05_GNLY	5	0.21862085476387	4.632817	-1.0016532
CD8	CD8_C03_CX3CR1	12	0.192579487065769	7.585086	3.787425
CD4	CD4_C01_CCR7	1	-0.307952182866621	0.0002613931	-3.0815992
CD8	CD8_C03_CX3CR1	12	0.440523332286313	7.8647203	2.878953
CD8	CD8_C03_CX3CR1	12	0.00636576166223031	9.30853	3.972273
CD4	CD4_C01_CCR7	1	0.0053810845077137	-0.9118887	0.1941864
CD4	CD4_C04_GZMK	4	-0.104477138760291	4.0429053	0.34183893
CD4	CD4_C08_FOXP3	8	-0.206251685815875	-3.6755211	3.3585165
CD4	CD4_C03_CD44	3	-0.334266242203184	0.6693658	0.19607295
CD4	CD4_C01_CCR7	1	-0.204017049029687	-0.23188546	-2.5372486
CD4	CD4_C05_GNLY	5	0.168145844631217	5.6191654	-2.0054085
CD4	CD4_C01_CCR7	1	-0.422659885463374	0.17680761	1.2207891
CD4	CD4_C01_CCR7	1	-0.138213643158459	-3.1107485	-1.4536234
CD4	CD4_C03_CD44	3	-0.0470013597234059	2.675722	0.96854657
CD8	CD8_C06_IKZF2	15	0.211024168007889	7.029936	0.91745335
CD4	CD4_C05_GNLY	5	0.136156214834377	4.6691175	-1.6218151
CD4	CD4_C01_CCR7	1	-0.149842791903965	-2.664502	-2.1741047
CD8	CD8_C03_CX3CR1	12	0.1467409693856	6.967416	2.8223214
CD4	CD4_C01_CCR7	1	-0.384211215589668	-1.7705644	-0.040654715
CD8	CD8_C01_LEF1	10	-0.344394545156229	1.7346796	2.509017
CD4	CD4_C01_CCR7	1	-0.388072314007737	0.82559687	0.82043725
CD4	CD4_C01_CCR7	1	-0.484281075283169	-0.28670806	1.0780689
CD4	CD4_C02_IL7R	2	-0.145489151142671	1.7241405	-1.1540822
CD4	CD4_C01_CCR7	1	-0.100257404973892	-1.4849147	-1.9072533
CD4	CD4_C03_CD44	3	-0.187603116908132	0.69305724	2.067053
CD8	CD8_C03_CX3CR1	12	-0.0835670545223705	6.783501	3.1639924
CD4	CD4_C01_CCR7	1	-0.088424975494978	0.2875221	-1.0273044
CD4	CD4_C01_CCR7	1	-0.30735524609499	-3.0617263	-2.8023832
CD4	CD4_C01_CCR7	1	-0.273301417175648	0.29207963	1.6474403
CD4	CD4_C01_CCR7	1	-0.0856648280554333	-0.3493637	-1.1764694
CD8	CD8_C03_CX3CR1	12	0.0342876800246001	7.049749	2.459044
CD4	CD4_C04_GZMK	4	0.471838465512922	1.5767359	0.31167987
CD8	CD8_C08_GZMK	17	-0.124880543869148	4.536701	5.6529975
CD8	CD8_C01_LEF1	10	-0.321127180664396	2.2219105	3.862946
CD8	CD8_C03_CX3CR1	12	0.214414365336031	6.519686	2.8079598
CD4	CD4_C05_GNLY	5	0.0895424662844322	4.959711	-1.135931
CD8	CD8_C03_CX3CR1	12	0.211093239587073	7.016942	3.1772785
CD8	CD8_C06_IKZF2	15	0.482649575680142	7.2242765	0.61331725
CD8	CD8_C08_GZMK	17	0.00246282986936314	5.402615	4.900925
CD8	CD8_C03_CX3CR1	12	-0.0325966645553206	8.256776	3.6007962
CD8	CD8_C08_GZMK	17	0.0638465929546242	5.765794	6.2316856
CD4	CD4_C01_CCR7	1	-0.409628197353528	0.2569405	2.0180964
CD8	CD8_C03_CX3CR1	12	0.383296639791074	6.661231	3.224707
CD4	CD4_C02_IL7R	2	-0.34144531374256	1.4788848	-2.9409435
CD4	CD4_C01_CCR7	1	-0.0623322354741101	0.3173522	2.1038053
CD4	CD4_C02_IL7R	2	-0.127677297430182	1.1166638	-2.6694987
CD8	CD8_C03_CX3CR1	12	0.115098250517267	6.9893875	3.5564842
CD8	CD8_C03_CX3CR1	12	0.0353431596046238	6.350942	1.6525642
CD8	CD8_C03_CX3CR1	12	0.310334730028927	6.563645	3.1554284
CD4	CD4_C03_CD44	3	-0.13045797938817	1.434004	0.7306536
CD8	CD8_C03_CX3CR1	12	0.107442742319057	8.015561	2.5806737
CD4	CD4_C01_CCR7	1	-0.282191020595952	-1.7531276	0.12369879
CD8	CD8_C05_CCR7	14	-0.0305550939019054	6.1345162	5.4478326
CD4	CD4_C01_CCR7	1	-0.271518170151811	-2.8284886	-2.1269183
CD8	CD8_C01_LEF1	10	-0.28008633494469	-1.4558059	3.0571012
CD4	CD4_C01_CCR7	1	-0.212137240604836	-0.71557444	0.7180368
CD4	CD4_C02_IL7R	2	-0.0830517930163579	1.0559795	-1.7967966
CD4	CD4_C01_CCR7	1	-0.206982183010768	0.39846426	2.1575513
CD8	CD8_C03_CX3CR1	12	0.00152944675466212	9.168976	3.9227173
CD8	CD8_C02_GPR183	11	-0.374968288397463	3.405453	5.5792894
CD4	CD4_C01_CCR7	1	-0.0412081356464643	-0.2641233	1.1064656
CD4	CD4_C01_CCR7	1	-0.113518737679837	-0.11239829	1.3407148
CD4	CD4_C08_FOXP3	8	-0.0924788295800188	-3.394399	2.509051
CD4	CD4_C03_CD44	3	-8.35887468087461e-05	2.2455058	3.484687
CD8	CD8_C03_CX3CR1	12	0.558761475999305	7.4050756	1.1098279
CD4	CD4_C01_CCR7	1	-0.527982127598206	-0.5258071	0.9572231
CD4	CD4_C03_CD44	3	-0.345066764753339	0.7977143	0.39517635
CD4	CD4_C03_CD44	3	-0.108790053610009	-0.56210643	2.3328757
CD8	CD8_C10_SLC4A10	19	-0.0929723766419323	1.5344139	9.526458
CD8	CD8_C02_GPR183	11	-0.361095407526529	2.9491107	5.8759904
CD8	CD8_C05_CCR7	14	-0.192411846785432	3.8909528	5.5593467
CD4	CD4_C01_CCR7	1	-0.0531456964751326	-2.332668	-0.56622857
CD8	CD8_C10_SLC4A10	19	0.0736582803536907	2.0562012	8.84809
CD4	CD4_C01_CCR7	1	-0.271456723111539	-0.96580386	1.6636219
CD4	CD4_C01_CCR7	1	0.0508814865176269	2.0436487	-1.335393
CD4	CD4_C05_GNLY	5	0.0346575356494225	4.788582	-1.0914409
CD8	CD8_C01_LEF1	10	-0.20962494044538	0.32177487	3.0601845
CD4	CD4_C08_FOXP3	8	-0.148513128989987	-1.2690668	4.140294
CD4	CD4_C01_CCR7	1	-0.231620032136512	-3.1308825	-2.090508
CD4	CD4_C01_CCR7	1	-0.156291003825143	-1.2967223	1.4801496
CD8	CD8_C02_GPR183	11	-0.23418447807466	3.6106691	5.777149
CD4	CD4_C01_CCR7	1	0.0291375411779418	-0.15135764	3.4965982
CD4	CD4_C01_CCR7	1	-0.394122372309396	0.30040723	-2.1550932
CD4	CD4_C03_CD44	3	-0.372276167648001	0.7014069	1.2439319
CD4	CD4_C03_CD44	3	-0.159292681532041	1.7848455	1.0382957
CD4	CD4_C03_CD44	3	0.420403719488992	0.86840993	0.32280928
CD8	CD8_C08_GZMK	17	-0.120115799274116	5.6632314	5.628396
CD4	CD4_C01_CCR7	1	-0.308516835849657	-1.0798045	0.24129231
CD8	CD8_C03_CX3CR1	12	0.270230522923385	7.176961	2.8040168
CD4	CD4_C01_CCR7	1	-0.11755174056125	-1.9407722	-0.17893387
CD4	CD4_C01_CCR7	1	-0.326565433063724	0.07357353	1.8909925
CD8	CD8_C08_GZMK	17	-0.198705185319576	5.7697034	4.834553
CD4	CD4_C03_CD44	3	-0.232188581960209	1.0206426	-0.1926278
CD4	CD4_C01_CCR7	1	-0.27177152276388	-2.3127837	0.07194453
CD4	CD4_C08_FOXP3	8	-0.139249262160672	-2.5795536	0.93952274
CD4	CD4_C08_FOXP3	8	-0.0750380183559119	-3.9021337	2.3275912
CD4	CD4_C03_CD44	3	-0.0539817916748025	1.2240338	0.21471243
CD4	CD4_C01_CCR7	1	-0.495585015169031	-2.79067	-1.3243008
CD4	CD4_C01_CCR7	1	-0.0476056923880632	-0.039042305	-1.0164522
CD4	CD4_C03_CD44	3	-0.329671882864542	2.6031847	1.4300575
CD8	CD8_C03_CX3CR1	12	0.0367340159957827	7.226652	3.998701
CD8	CD8_C03_CX3CR1	12	-0.171720978120076	7.871345	3.3851514
CD4	CD4_C05_GNLY	5	-0.0183335206261374	5.19207	-1.3930678
CD4	CD4_C01_CCR7	1	-0.253595087877094	-1.3083146	1.3058562
CD4	CD4_C01_CCR7	1	-0.102186498021677	-0.7560125	-4.851515
CD8	CD8_C08_GZMK	17	-0.0326466090385463	7.861579	4.934586
CD4	CD4_C01_CCR7	1	-0.307162589127169	-0.14215884	0.22886452
CD4	CD4_C08_FOXP3	8	-0.152671638520264	-2.569921	3.166148
CD4	CD4_C01_CCR7	1	-0.318256487946252	0.5361348	2.5843918
CD4	CD4_C03_CD44	3	-0.143658012582212	0.70444304	0.2451379
CD8	CD8_C08_GZMK	17	-0.138556278922396	6.5256653	5.2729206
CD4	CD4_C02_IL7R	2	-0.274217879516846	-0.20437725	-0.6484129
CD8	CD8_C03_CX3CR1	12	0.0531929217050177	6.621044	3.1481915
CD4	CD4_C04_GZMK	4	-0.00630774554570703	0.6000884	-1.8140894
CD4	CD4_C01_CCR7	1	-0.322424117530593	-0.51909655	-0.036539443
CD4	CD4_C01_CCR7	1	-0.0334794084916747	0.5227173	-4.2420254
CD4	CD4_C03_CD44	3	1.51589003337502	0.8905459	-0.31636447
CD4	CD4_C03_CD44	3	-0.229473615834359	2.0280244	1.2136256
CD8	CD8_C01_LEF1	10	-0.32311553920181	0.49415383	3.1755369
CD8	CD8_C03_CX3CR1	12	0.214420449055373	9.274133	3.3166852
CD4	CD4_C01_CCR7	1	-0.306356271099827	-3.265103	-1.1973189
CD4	CD4_C06_CXCL13	6	0.165646019616069	-0.7958367	3.988038
CD4	CD4_C01_CCR7	1	-0.0533947836394472	-0.7390659	-1.4014482
CD4	CD4_C01_CCR7	1	-0.152296831462696	0.19811366	-3.5202942
CD8	CD8_C04_GIMAP4	13	-0.0993040227741324	5.9431305	1.062761
CD8	CD8_C03_CX3CR1	12	0.305053716164682	7.4180384	3.350405
CD8	CD8_C01_LEF1	10	-0.0262846401711318	-0.19397993	5.54723
CD4	CD4_C03_CD44	3	-0.220279926615211	0.61008304	-0.5898327
CD4	CD4_C01_CCR7	1	-0.437256411614474	-2.5371404	-0.67630506
CD4	CD4_C03_CD44	3	-0.311741808418842	1.2223674	1.4001845
CD4	CD4_C05_GNLY	5	0.240643107573747	6.175889	-1.9515729
CD4	CD4_C05_GNLY	5	0.19667819686253	4.565353	-1.0482525
CD4	CD4_C01_CCR7	1	-0.0762534118436001	-0.49526292	-3.92479
CD8	CD8_C10_SLC4A10	19	0.13662966860873	2.391223	9.207061
CD4	CD4_C01_CCR7	1	-0.116545668658549	-1.0382162	-4.800515
CD8	CD8_C01_LEF1	10	-0.447709783436105	1.9578829	2.332102
CD4	CD4_C08_FOXP3	8	0.20086402602182	-3.386571	2.3837612
CD8	CD8_C01_LEF1	10	-0.128550735757338	1.0877175	2.8918982
CD4	CD4_C01_CCR7	1	-0.196208926658779	-2.4885716	-0.22072668
CD8	CD8_C01_LEF1	10	-0.168084985569586	-1.5711199	4.0795064
CD4	CD4_C04_GZMK	4	-0.0480927167135364	4.7425733	0.96442163
CD8	CD8_C03_CX3CR1	12	0.240437500540792	8.0171385	2.371415
CD8	CD8_C03_CX3CR1	12	0.192977957453402	8.943991	3.5336733
CD8	CD8_C09_LAYN	18	0.0727201525744781	9.00773	8.686576
CD8	CD8_C03_CX3CR1	12	0.165002278372054	6.53064	2.4601943
CD8	CD8_C02_GPR183	11	-0.422689908364412	3.2117074	6.1342607
CD4	CD4_C01_CCR7	1	-0.112605380113652	-0.17684685	-1.3814318
CD8	CD8_C03_CX3CR1	12	0.240972357454977	7.0374117	2.5545106
CD4	CD4_C08_FOXP3	8	0.0282222765543377	-3.0314672	2.548285
CD4	CD4_C01_CCR7	1	0.0786697621865564	-0.74005866	2.5168004
CD8	CD8_C05_CCR7	14	-0.0498825477506661	4.6297913	6.1567903
CD4	CD4_C01_CCR7	1	-0.0402990738857523	-1.7071896	0.15724416
CD8	CD8_C01_LEF1	10	-0.0948751920637025	2.030547	3.138202
CD4	CD4_C01_CCR7	1	-0.22494757470907	-1.4820766	-0.9972347
CD4	CD4_C01_CCR7	1	-0.12591161654149	1.1854718	1.0407951
CD8	CD8_C08_GZMK	17	0.132592683986018	7.0684032	6.981909
CD4	CD4_C08_FOXP3	8	-0.125953314336514	-3.8464937	2.7797337
CD4	CD4_C01_CCR7	1	-0.298609225865927	-0.57736474	2.1236691
CD4	CD4_C01_CCR7	1	-0.349462112632664	-0.88241017	1.3531023
CD8	CD8_C03_CX3CR1	12	-0.0103764775234547	6.2716436	2.6949677
CD4	CD4_C01_CCR7	1	-0.17150089819824	0.53629667	-2.2803733
CD8	CD8_C03_CX3CR1	12	0.180521482889996	8.120689	2.3107738
CD8	CD8_C03_CX3CR1	12	0.210284504153357	8.242358	3.718364
CD4	CD4_C01_CCR7	1	-0.0358106151704438	1.6701534	-1.1820387
CD4	CD4_C04_GZMK	4	0.0316651526032697	1.5160837	-0.736401
CD4	CD4_C08_FOXP3	8	-0.171779714855714	-4.02397	3.0443926
CD8	CD8_C03_CX3CR1	12	0.0952176904937525	7.041249	2.9019284
CD4	CD4_C01_CCR7	1	-0.427657746930558	-0.98774976	-5.114802
CD8	CD8_C05_CCR7	14	-0.185960373746204	3.8745315	4.8526244
CD8	CD8_C01_LEF1	10	-0.240801102655777	2.4125361	3.4759696
CD8	CD8_C03_CX3CR1	12	0.0680094842093286	8.808268	4.08625
CD8	CD8_C03_CX3CR1	12	0.253250447195003	6.8851295	2.3775244
CD4	CD4_C01_CCR7	1	-0.33561305079536	0.24175951	0.9885444
CD4	CD4_C01_CCR7	1	-0.242597057699297	-2.4696233	-2.0664709
CD4	CD4_C01_CCR7	1	-0.327047804203218	-2.2810373	-0.6708103
CD8	CD8_C01_LEF1	10	-0.0165849610059032	0.7792239	2.6601548
CD4	CD4_C01_CCR7	1	-0.152848848980719	-1.7362137	0.6478042
CD8	CD8_C03_CX3CR1	12	0.16592840074242	9.610827	3.4995914
CD8	CD8_C03_CX3CR1	12	0.343651288068207	7.10151	3.3235083
CD4	CD4_C01_CCR7	1	-0.121448597802765	-1.7542739	-0.25736228
CD4	CD4_C01_CCR7	1	-0.197263576454064	-0.264369	-1.0734515
CD4	CD4_C08_FOXP3	8	-0.222175180505004	-2.5741644	2.3779504
CD4	CD4_C05_GNLY	5	0.66490987619382	6.405435	-1.9436474
CD8	CD8_C01_LEF1	10	-0.0423378327486262	1.4478861	3.2292137
CD4	CD4_C01_CCR7	1	-0.0145443109441758	-1.9980528	-1.3198056
CD4	CD4_C01_CCR7	1	-0.0147433940020737	-1.1696193	0.90830386
