file	sha256	source	source_sha256	kind
derived_data/publication_source_tables/CLAIM_TISSUE_STATE_CORRELATIONS.tsv	819474d8f5093e1ec243f4a50e4de0e9ad9f7984d8a6db68dc1e30a2465ca35f	HCC_ICI_project/05_results/statistics/scRNA_candidate_state_replication_comparison.tsv	6f29f4393529a0ecc8200abaf92b0f82d80cc9831854f157fec12e9479eb0f01	Exact aggregate source values; TSV packaging only
derived_data/publication_source_tables/F4B_COORDINATE_SOURCE_RECORD.tsv	5977f8725e93bc89bdd3ca4dd9d4e3295e2fcb06c2f096486374477170b96acb	https://zenodo.org/records/19123188	6ed4624cd35276bf88d2e1fa941f759a78779e2f571382f3a52920e3c1ae6941	Source pointer, exact local coordinate-table hash and verified 34002-row display count; original data not redistributed
